TU,Genes,regulator_notes,regulator_genes,Bnb,ECKnb,Promoter
mutY-yggX-mltC,"mltC,yggX,mutY",DNA-binding transcriptional dual regulator Lrp,lrp,"b2963,b2962,b2961","ECK2958,ECK2957,ECK2956",mutYp2
ybbY-glxK,"glxK,ybbY",DNA-binding transcriptional dual regulator Nac,nac,"b0514,b0513","ECK0507,ECK0506",ybbYp
ymfED,"ymfE,ymfD",,,"b1138,b1137","ECK1124,ECK1123",
yfeKS,"yfeS,yfeK",DNA-binding transcriptional dual regulator Nac,nac,"b2420,b2419","ECK2415,ECK2414",yfeKp
ygjH,ygjH,DNA-binding transcriptional dual regulator Nac,nac,b3074,ECK3064,
sgrR-sroA-thiBPQ,"sgrR,sroA,thiB,thiP,thiQ",DNA-binding transcriptional dual regulator SgrR,sgrR,"b0069,b4762,b0068,b0067,b0066","ECK0070,ECK4619,ECK0069,ECK0068,ECK0067",sgrRp
ucpA,ucpA,,,b2426,ECK2421,ucpAp1
tnaC,tnaC,"CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator TorR-phosphorylated,DNA-binding transcriptional dual regulator Nac","crp,torR,nac",b3707,ECK3700,tnaCp
tyrP,tyrP,"DNA-binding transcriptional dual regulator TyrR,DNA-binding transcriptional repressor TyrR-L-tyrosine,DNA-binding transcriptional dual regulator IHF,DNA-binding transcriptional dual regulator HU,DNA-binding transcriptional repressor TyrR-L-phenylalanine,DNA-binding transcriptional dual regulator Lrp","tyrR,ihfA,ihfB,hupA,hupB,lrp",b1907,ECK1906,tyrPp1
ung,ung,"DNA-binding transcriptional dual regulator CpxR-phosphorylated,DNA-binding transcriptional dual regulator FNR","cpxR,fnr",b2580,ECK2578,ungp
bcr,bcr,,,b2182,ECK2176,
ompG,ompG,,,b1319,ECK1315,
yidZ,yidZ,,,b3711,ECK3704,
rimO,rimO,,,b0835,ECK0825,rimOp
cvpA-purF-ubiX,"ubiX,purF,cvpA","DNA-binding transcriptional repressor PurR-hypoxanthine,ArgR-L-arginine DNA-binding transcriptional dual regulator","purR,argR","b2311,b2312,b2313","ECK2305,ECK2306,ECK2307",cvpAp1
smpB,smpB,,,b2620,ECK2616,
clpPX,"clpX,clpP",DNA-binding transcriptional dual regulator Lrp,lrp,"b0438,b0437","ECK0432,ECK0431",clpPp3
cysDNC,"cysC,cysN,cysD","CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator,DNA-binding transcriptional repressor GlaR","cysB,glaR","b2750,b2751,b2752","ECK2745,ECK2746,ECK2747",cysDp
ydbK-ompN,"ompN,ydbK",DNA-binding transcriptional dual regulator Nac,nac,"b1377,b1378","ECK1372,ECK1374",ydbKp4
priA,priA,,,b3935,ECK3927,
mutM,mutM,RNA polymerase sigma factor RpoN,rpoN,b3635,ECK3625,mutMp
putP,putP,DNA-binding transcriptional dual regulator ArcA-phosphorylated,arcA,b1015,ECK1006,putPp3
yceB,yceB,DNA-binding transcriptional dual regulator Lrp,lrp,b1063,ECK1048,
hfq-hflXKC,"hflC,hflK,hflX,hfq",DNA-binding transcriptional dual regulator Nac,nac,"b4175,b4174,b4173,b4172","ECK4171,ECK4170,ECK4169,ECK4168",hfqp1
yajQ,yajQ,,,b0426,ECK0420,yajQp
yaaX,yaaX,DNA-binding transcriptional dual regulator Lrp,lrp,b0005,ECK0005,
ypdJ,ypdJ,,,b4545,ECK2358,
btsT,btsT,"CRP-cyclic-AMP DNA-binding transcriptional dual regulator,Phosphorylated DNA-binding transcriptional dual regulator BtsR","crp,btsR",b4354,ECK4344,yjiYp
ada-alkB,"alkB,ada",DNA-binding transcriptional dual regulator / DNA repair protein Ada,ada,"b2212,b2213","ECK2204,ECK2205",adap
blc,blc,DNA-binding transcriptional dual regulator Nac,nac,b4149,ECK4145,blcp
yohJK,"yohK,yohJ",DNA-binding transcriptional dual regulator YieP,yieP,"b2142,b2141","ECK2135,ECK2134",yohJp
yciGFE,"yciE,yciF,yciG","DNA-binding transcriptional dual regulator McbR,DNA-binding transcriptional dual regulator H-NS","mcbR,hns","b1257,b1258,b1259","ECK1251,ECK1252,ECK1253",yciGp
setC,setC,,,b3659,ECK3649,
yjfZ,yjfZ,DNA-binding transcriptional dual regulator Nac,nac,b4204,ECK4200,
livKHMGF,"livF,livG,livM,livH,livK","DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Nac","lrp,nac","b3454,b3455,b3456,b3457,b3458","ECK3438,ECK3439,ECK3440,ECK3441,ECK3442",livKp2
pgpC-tadA,"pgpC,tadA",DNA-binding transcriptional dual regulator NsrR,nsrR,"b2560,b2559","ECK2558,ECK2557",pgpCp
glnS,glnS,,,b0680,ECK0668,glnSp2
nupG,nupG,"DNA-binding transcriptional repressor CytR,DNA-binding transcriptional repressor DeoR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","cytR,deoR,crp",b2964,ECK2959,nupGp
proP,proP,"DNA-binding transcriptional dual regulator Fis,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Lrp","fis,crp,lrp",b4111,ECK4104,proPp2
yihQ,yihQ,DNA-binding transcriptional dual regulator Nac,nac,b3878,ECK3871,
flk,flk,,,b2321,ECK2315,flKp
serV-argVYZQ,"argQ,argZ,argY,argV,serV",,,"b2691,b2692,b2693,b2694,b2695","ECK2686,ECK2687,ECK2688,ECK2689,ECK2690",serVp
yccE,yccE,,,b1001,ECK0992,yccEp
safA-ydeO,"ydeO,safA","DNA-binding transcriptional dual regulator RcsB-phosphorylated,DNA-binding transcriptional dual regulator YdeO,DNA-binding transcriptional dual regulator PhoP-phosphorylated,DNA-binding transcriptional activator EvgA-phosphorylated,DNA-binding transcriptional repressor GlaR","rcsB,ydeO,phoP,evgA,glaR","b1499,b1500","ECK1493,ECK4475",safAp
yacH,yacH,DNA-binding transcriptional dual regulator Rob,rob,b0117,ECK0116,
sdiA,sdiA,,,b1916,ECK1915,sdiAp4
folX-yfcH,"yfcH,folX",,,"b2304,b2303","ECK2298,ECK2297",folXp
lysP,lysP,"DNA-binding transcriptional dual regulator ArgP,DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator Nac","argP,lrp,nac",b2156,ECK2149,lysPp
purHD,"purD,purH","DNA-binding transcriptional dual regulator RbsR,DNA-binding transcriptional repressor PurR-hypoxanthine,DNA-binding transcriptional dual regulator PhoP-phosphorylated","rbsR,purR,phoP","b4005,b4006","ECK3997,ECK3998",purHp
nhaB,nhaB,,,b1186,ECK1174,
yehE,yehE,"DNA-binding transcriptional dual regulator Nac,DNA-binding transcriptional repressor GlaR","nac,glaR",b2112,ECK2105,
yidP,yidP,,,b3684,ECK3676,
yibL,yibL,DNA-binding transcriptional dual regulator Lrp,lrp,b3602,ECK3592,
yfgJ,yfgJ,,,b2510,ECK2506,
nlpD-rpoS,"rpoS,nlpD",DNA-binding transcriptional dual regulator TorR-phosphorylated,torR,"b2741,b2742","ECK2736,ECK2737",nlpDp2
asnC,asnC,"DNA-binding transcriptional dual regulator AsnC,DNA-binding transcriptional dual regulator Nac","asnC,nac",b3743,ECK3737,asnCp
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,"lpxC,ftsZ,ftsA,ftsQ,ddlB,murC,murG,ftsW,murD,mraY,murF,murE,ftsI,ftsL,rsmH","ArgR-L-arginine DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional repressor GlaR","argR,lrp,glaR","b0096,b0095,b0094,b0093,b0092,b0091,b0090,b0089,b0088,b0087,b0086,b0085,b0084,b0083,b0082","ECK0097,ECK0096,ECK0095,ECK0094,ECK0093,ECK0092,ECK0091,ECK0090,ECK0089,ECK0088,ECK0087,ECK0086,ECK0085,ECK0084,ECK0083",rsmHp1
yfbP,yfbP,,,b2275,ECK2269,
mhpR-lacI,"lacI,mhpR",CRP-cyclic-AMP DNA-binding transcriptional dual regulator,crp,"b0345,b0346","ECK0342,ECK0343",mhpRp1
pldB-yigL,"yigL,pldB",DNA-binding transcriptional dual regulator Nac,nac,"b3826,b3825","ECK3820,ECK3819",
gntXY,"nfuA,yhgH","DNA-binding transcriptional repressor GntR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","gntR,crp","b3414,b3413","ECK3401,ECK3400",gntXp
asnV,asnV,DNA-binding transcriptional dual regulator Nac,nac,b1989,ECK1984,asnVp
zapC,zapC,,,b0946,ECK0937,
lacYA,"lacA,lacY",,,"b0342,b0343","ECK0339,ECK0340",lacYp
srmB,srmB,,,b2576,ECK2574,
yciT,yciT,DNA-binding transcriptional dual regulator Lrp,lrp,b1284,ECK1279,yciTp
melR,melR,"DNA-binding transcriptional dual regulator MelR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional activator MelR-melibiose","melR,crp",b4118,ECK4111,melRp
ugpBAECQ,"ugpQ,ugpC,ugpE,ugpA,ugpB","DNA-binding transcriptional dual regulator PhoB-phosphorylated,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","phoB,crp","b3449,b3450,b3451,b3452,b3453","ECK3433,ECK3434,ECK3435,ECK3436,ECK3437",ugpBp2
asmA,asmA,,,b2064,ECK2058,
icdC,icdC,,,b4519,ECK1146,
yhjY,yhjY,,,b3548,ECK3535,
yhgN,yhgN,,,b3434,ECK3420,
hypBCDE,"hypB,hypC,hypD,hypE",DNA-binding transcriptional dual regulator FNR,fnr,"b2727,b2728,b2729,b2730","ECK2722,ECK2723,ECK2724,ECK2725",hypBp
yffQR,"yffR,yffQ",,,"b2449,b2448","ECK2444,ECK2443",
fliLMNOPQR,"fliR,fliQ,fliP,fliO,fliN,fliM,fliL",,,"b1950,b1949,b1948,b1947,b1946,b1945,b1944","ECK1948,ECK1947,ECK1946,ECK1945,ECK1944,ECK1943,ECK1942",fliLp2
slp-dctR,"dctR,slp","DNA-binding transcriptional dual regulator YdeO,DNA-binding transcriptional dual regulator H-NS,GadE-RcsB DNA-binding transcriptional activator,DNA-binding transcriptional dual regulator GadW,DNA-binding transcriptional dual regulator GadX,DNA-binding transcriptional dual regulator MarA,DNA-binding transcriptional repressor GlaR,DNA-binding transcriptional dual regulator TorR-phosphorylated","ydeO,hns,rcsB,gadE,gadW,gadX,marA,glaR,torR","b3507,b3506","ECK3491,ECK3490",slpp
rcsB,rcsB,,,b2217,ECK2210,rcsBp2
atoSC,"atoC,atoS",,,"b2220,b2219","ECK2213,ECK2212",
bglGFB,"bglB,bglF,bglG","DNA-binding transcriptional repressor StpA with RNA chaperone activity,RcsB-BglJ DNA-binding transcriptional activator,DNA-binding transcriptional dual regulator LeuO,DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator H-NS,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Nac","stpA,bglJ,rcsB,leuO,fis,hns,crp,nac","b3721,b3722,b3723","ECK3714,ECK3715,ECK3716",bglGp1
kup,kup,,,b3747,ECK3741,kupp1
lolA-rarA,"rarA,lolA","DNA-binding transcriptional dual regulator RcsB-phosphorylated,DNA-binding transcriptional dual regulator Lrp","rcsB,lrp","b0892,b0891","ECK0883,ECK0882",lolAp
ptsHI-crr,"ptsH,ptsI,crr","DNA-binding transcriptional dual regulator Cra,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","cra,crp","b2415,b2416,b2417","ECK2410,ECK2411,ECK2412",ptsHp1
ybiT,ybiT,"DNA-binding transcriptional dual regulator Rob,DNA-binding transcriptional repressor AscG,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Lrp","rob,ascG,crp,lrp",b0820,ECK0810,ybiTp
yajO,yajO,DNA-binding transcriptional dual regulator Nac,nac,b0419,ECK0413,yajOp
galS,galS,"DNA-binding transcriptional dual regulator GalS,DNA-binding transcriptional dual regulator GalR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","galS,galR,crp",b2151,ECK2144,galSp
ydiY,ydiY,DNA-binding transcriptional dual regulator Nac,nac,b1722,ECK1720,
yeeP,yeeP,,,b1999,ECK1991,
yggX-mltC,"mltC,yggX",,,"b2963,b2962","ECK2958,ECK2957",yggXp
dtpB,dtpB,DNA-binding transcriptional dual regulator Lrp,lrp,b3496,ECK3481,
ycfJ,ycfJ,DNA-binding transcriptional dual regulator Lrp,lrp,b1110,ECK1096,
htgA,mbiA,,,b0012,ECK0012,htgAp2
dtpD,dtpD,,,b0709,ECK0698,
dgt,dgt,,,b0160,ECK0159,dgtp2
fryBC-ypdFE-fryA,"fryB,fryC,ypdF,ypdE,fryA",,,"b2387,b2386,b2385,b2384,b2383","ECK2383,ECK2382,ECK2381,ECK2380,ECK2379",
sbmA-yaiW,"yaiW,sbmA",DNA-binding transcriptional dual regulator CpxR-phosphorylated,cpxR,"b0378,b0377","ECK0373,ECK0372",sbmAp
fadL,fadL,"DNA-binding transcriptional dual regulator Rob,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator OmpR-phosphorylated,DNA-binding transcriptional dual regulator FadR,DNA-binding transcriptional dual regulator ArcA-phosphorylated,DNA-binding transcriptional dual regulator PhoP-phosphorylated,DNA-binding transcriptional dual regulator PdhR,RNA polymerase sigma factor RpoN,DNA-binding transcriptional dual regulator Lrp","rob,crp,ompR,fadR,arcA,phoP,pdhR,rpoN,lrp",b2344,ECK2338,fadLp
galETKM,"galM,galK,galT,galE",,,"b0756,b0757,b0758,b0759","ECK0745,ECK0746,ECK0747,ECK0748",galEp3
psuKG,"psuK,psuG",CRP-cyclic-AMP DNA-binding transcriptional dual regulator,crp,"b2166,b2165","ECK2159,ECK2158",
ybiYW,"ybiY,ybiW",DNA-binding transcriptional dual regulator YciT,yciT,"b0824,b0823","ECK0814,ECK0813",
glvCBG-ysdC,"glvC,glvB,glvG",DNA-binding transcriptional dual regulator H-NS,hns,"b3683,b3682,b4556","ECK3675,ECK3674,ECK3673",
pdxK,pdxK,DNA-binding transcriptional dual regulator Nac,nac,b2418,ECK2413,pdxKp
cadBA,"cadA,cadB","OmpR dimer,DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator ArcA-phosphorylated,DNA-binding transcriptional dual regulator H-NS,DNA-binding transcriptional activator CadC,DNA-binding transcriptional dual regulator GadX,GadE-RcsB DNA-binding transcriptional activator,DNA-binding transcriptional dual regulator SoxS","ompR,lrp,arcA,hns,cadC,gadX,rcsB,gadE,soxS","b4131,b4132","ECK4125,ECK4126",cadBp
aroF-tyrA,"tyrA,aroF","DNA-binding transcriptional dual regulator SoxR,DNA-binding transcriptional repressor TyrR-L-tyrosine,DNA-binding transcriptional dual regulator Nac","soxR,tyrR,nac","b2600,b2601","ECK2597,ECK2598",aroFp
creABC,"creC,creB,creA",DNA-binding transcriptional dual regulator Lrp,lrp,"b4399,b4398,b4397","ECK4391,ECK4390,ECK4389",creAp2
yedI,yedI,,,b1958,ECK1956,
dsbC,dsbC,DNA-binding transcriptional dual regulator CpxR-phosphorylated,cpxR,b2893,ECK2888,dsbCp
yhhX,yhhX,,,b3440,ECK3425,
ydiQRST-fadK,"fadK,ydiT,ydiS,ydiR,ydiQ",,,"b1701,b1700,b1699,b1698,b1697","ECK1699,ECK1698,ECK1697,ECK1696,ECK1695",
csgBAC,"csgC,csgB,csgA","Phosphorylated DNA-binding transcriptional dual regulator BtsR,DNA-binding transcriptional regulator FliZ,DNA-binding transcriptional dual regulator CpxR-phosphorylated,DNA-binding transcriptional dual regulator CsgD,FlhDC DNA-binding transcriptional dual regulator","btsR,fliZ,cpxR,csgD,flhD,flhC","b1043,b1041,b1042","ECK1029,ECK1027,ECK1028",csgBp
ycdZ,ycdZ,"DNA-binding transcriptional repressor CytR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","cytR,crp",b1036,ECK1022,ycdZp4
trpt,trpT,,,b3761,ECK3755,
yagU,yagU,"DNA-binding transcriptional dual regulator Nac,DNA-binding transcriptional dual regulator Lrp","nac,lrp",b0287,ECK0286,
cydAB,"cydB,cydA","DNA-binding transcriptional dual regulator Cra,DNA-binding transcriptional dual regulator Nac,DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator ArcA-phosphorylated","cra,nac,fnr,arcA","b0734,b0733","ECK0722,ECK0721",cydAp5
yfdF,yfdF,,,b2345,ECK2339,
epd-pgk,"pgk,epd","CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Cra","crp,cra","b2926,b2927","ECK2922,ECK2923",epdp2
sodA,sodA,"DNA-binding transcriptional dual regulator SoxR,DNA-binding transcriptional dual regulator IHF,Fur-Fe<SUP>2+</SUP> DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator FNR,DNA-binding transcriptional dual regulator ArcA-phosphorylated,DNA-binding transcriptional dual regulator SoxS,DNA-binding transcriptional dual regulator Rob,DNA-binding transcriptional dual regulator MarA,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","soxR,ihfA,ihfB,fur,fnr,arcA,soxS,rob,marA,crp",b3908,ECK3901,sodAp
ybhC,ybhC,,,b0772,ECK0761,ybhCp
btsSR,"btsS,btsR",,,"b2126,b2125","ECK2118,ECK2117",
rpoH,rpoH,"DNA-binding transcriptional dual regulator CpxR-phosphorylated,DNA-binding transcriptional activator ZraR-phosphorylated","cpxR,zraR",b3461,ECK3445,rpoHp2
htrL,htrL,,,b3618,ECK3608,
fbaB,fbaB,DNA-binding transcriptional dual regulator Cra,cra,b2097,ECK2090,fbaBp
tsx,tsx,DNA-binding transcriptional repressor DeoR,deoR,b0411,ECK0405,tsxp1
lpxL,lpxL,DNA-binding transcriptional dual regulator Lrp,lrp,b1054,ECK1039,lpxLp
clpX-lon,"lon,clpX",,,"b0439,b0438","ECK0433,ECK0432",clpXp
yecN-cmoAB,"cmoB,cmoA,yecN",,,"b1871,b1870,b1869","ECK1872,ECK1871,ECK1870",
dgkA,dgkA,DNA-binding transcriptional dual regulator BasR-phosphorylated,basR,b4042,ECK4034,dgkAp1
prkB,prkB,,,b3355,ECK3343,prkBp
uidABC,"uidC,uidB,uidA","DNA-binding transcriptional repressor UidR,DNA-binding transcriptional repressor UxuR,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","uidR,uxuR,crp","b1615,b1616,b1617","ECK1610,ECK1611,ECK1612",uidAp
xseB-ispA-dxs-yajO,"yajO,dxs,ispA,xseB",DNA-binding transcriptional dual regulator Nac,nac,"b0419,b0420,b0421,b0422","ECK0413,ECK0414,ECK0415,ECK0416",xseBp
yccA,yccA,DNA-binding transcriptional dual regulator CpxR-phosphorylated,cpxR,b0970,ECK0961,yccAp
ydhM,nemR,,,b1649,ECK1645,
torT,torT,DNA-binding transcriptional repressor IscR-a [2Fe-2S] iron-sulfur cluster,iscR,b0994,ECK0985,
metJ,metJ,Fur-Fe<SUP>2+</SUP> DNA-binding transcriptional dual regulator,fur,b3938,ECK3930,metJp2
yfbS,yfbS,,,b2292,ECK2286,
patA,patA,"DNA-binding transcriptional dual regulator IHF,DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator NtrC-phosphorylated,DNA-binding transcriptional dual regulator Lrp","ihfA,ihfB,fis,glnG,lrp",b3073,ECK3063,patAp2
ompA,ompA,"CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Nac","crp,nac",b0957,ECK0948,ompAp1
ybfL,ybfL,,,b0705,ECK0694,
yegTUV,"yegV,yegU,yegT",,,"b2100,b2099,b2098","ECK2093,ECK2092,ECK2091",yegTp
tpiA,tpiA,DNA-binding transcriptional dual regulator Cra,cra,b3919,ECK3911,tpiAp
ysaA,ysaA,,,b3573,ECK3562,
treF,treF,,,b3519,ECK3504,treFp
uspA,uspA,DNA-binding transcriptional dual regulator Nac,nac,b3495,ECK3480,uspAp2
ligB,ligB,DNA-binding transcriptional dual regulator Nac,nac,b3647,ECK3637,
ohsC,ohsC,,,b4608,ECK4417,ohsCp
letAB,"letB,letA",,,"b1834,b1833","ECK1833,ECK1832",
pstCAB-phoU,"phoU,pstB,pstA,pstC",DNA-binding transcriptional dual regulator Nac,nac,"b3724,b3725,b3726,b3727","ECK3717,ECK3718,ECK3719,ECK3720",pstCp
tldD,tldD,,,b3244,ECK3233,
gapA,gapA,"DNA-binding transcriptional dual regulator Cra,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","cra,crp",b1779,ECK1777,gapAp3
serC-aroA,"serC,aroA","CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Lrp","crp,lrp","b0907,b0908","ECK0898,ECK0899",serCp1
ycaI-msbA-lpxK-ycaQ,"ycaQ,lpxK,msbA,ycaI",DNA-binding transcriptional dual regulator Lrp,lrp,"b0916,b0915,b0914,b0913","ECK0907,ECK0906,ECK0905,ECK0904",
tpke11,tpke11,,,,,
slyX,slyX,DNA-binding transcriptional dual regulator Lrp,lrp,b3348,ECK3335,
mgrB,mgrB,DNA-binding transcriptional dual regulator PhoP-phosphorylated,phoP,b1826,ECK1824,mgrBp
ivbL-ilvBN,"ilvN,ilvB,ivbL","CRP-cyclic-AMP DNA-binding transcriptional dual regulator,DNA-binding transcriptional dual regulator Nac","crp,nac","b3670,b3671,b3672","ECK3661,ECK3662,ECK3663",ivbLp
alkA,alkA,DNA-binding transcriptional dual regulator / DNA repair protein Ada,ada,b2068,ECK2062,alkAp2
plaP,plaP,,,b2014,ECK2008,
ybeR-djlB,"djlB,ybeR",DNA-binding transcriptional dual regulator Nac,nac,"b0646,b0645","ECK0639,ECK0638",
yhjD,yhjD,DNA-binding transcriptional dual regulator Nac,nac,b3522,ECK3507,
dnaN-recF,"recF,dnaN",,,"b3700,b3701","ECK3692,ECK3693",dnaNp
fliAZY,"tcyJ,fliZ,fliA","DNA-binding transcriptional dual regulator IHF,DNA-binding transcriptional dual regulator SutR,DNA-binding transcriptional dual regulator CsgD,DNA-binding transcriptional dual regulator MatA,DNA-binding transcriptional dual regulator NsrR,DNA-binding transcriptional dual regulator H-NS,FlhDC DNA-binding transcriptional dual regulator,DNA-binding transcriptional activator ZraR-phosphorylated,DNA-binding transcriptional dual regulator Lrp","ihfA,ihfB,sutR,csgD,matA,nsrR,hns,flhD,flhC,zraR,lrp","b1920,b1921,b1922","ECK1919,ECK1920,ECK1921",fliAp1
fliE,fliE,DNA-binding transcriptional dual regulator CsgD,csgD,b1937,ECK1935,fliEp2
argT-hisJQMP,"hisP,hisM,hisQ,hisJ,argT","DNA-binding transcriptional dual regulator NtrC-phosphorylated,DNA-binding transcriptional dual regulator Lrp,DNA-binding transcriptional dual regulator ArcA-phosphorylated","glnG,lrp,arcA","b2306,b2307,b2308,b2309,b2310","ECK2300,ECK2301,ECK2302,ECK2303,ECK2304",argTp
insH-1,insH1,,,b0259,ECK0261,
lacZYA,"lacA,lacY,lacZ",CRP-cyclic-AMP DNA-binding transcriptional dual regulator,crp,"b0342,b0343,b0344","ECK0339,ECK0340,ECK0341",lacZp3
yeaVW,"yeaW,yeaV",,,"b1802,b1801","ECK1800,ECK1799",
ybjL,ybjL,,,b0847,ECK0838,
sfsB,sfsB,RcsB-BglJ DNA-binding transcriptional activator,"bglJ,rcsB",b3188,ECK3177,sfsBp
rdgC,rdgC,,,b0393,ECK0388,
rplU-rpmA,"rpmA,rplU","DNA-binding transcriptional activator MlrA,DNA-binding transcriptional dual regulator Nac","mlrA,nac","b3185,b3186","ECK3174,ECK3175",rplUp
cyaA,cyaA,CRP-cyclic-AMP DNA-binding transcriptional dual regulator,crp,b3806,ECK3800,cyaAp
ftsB,ftsB,,,b2748,ECK2743,
mtfA,mtfA,DNA-binding transcriptional dual regulator Nac,nac,b1976,ECK1972,
hpt,hpt,"DNA-binding transcriptional dual regulator IHF,CRP-cyclic-AMP DNA-binding transcriptional dual regulator","ihfA,ihfB,crp",b0125,ECK0124,hptp
acpT,acpT,,,b3475,ECK3459,
"dsbGp,dsbG",dsbG,"DNA-binding transcriptional dual regulator OxyR,DNA-binding transcriptional dual regulator Nac","oxyR,nac",b0604,ECK0598,dsbGp
osmE,osmE,"DNA-binding transcriptional dual regulator IHF,DNA-binding transcriptional dual regulator Fis","ihfA,ihfB,fis",b1739,ECK1737,osmEp
hyaABCDEF,"hyaA,hyaB,hyaC,hyaD,hyaE,hyaF","DLP12 prophage; DNA-binding transcriptional activator AppY,DNA-binding transcriptional dual regulator NarP-phosphorylated,DNA-binding transcriptional dual regulator NarL-phosphorylated,DNA-binding transcriptional dual regulator Fis,DNA-binding transcriptional dual regulator IscR,DNA-binding transcriptional dual regulator ArcA-phosphorylated,DNA-binding transcriptional dual regulator YdeO","appY,narP,narL,fis,iscR,arcA,ydeO","b0972,b0973,b0974,b0975,b0976,b0977","ECK0963,ECK0964,ECK0965,ECK0966,ECK0967,ECK0968",hyaAp2
relBE-hokD,"hokD,relE,relB","RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB","relB,relE","b1562,b1563,b1564","ECK1556,ECK1557,ECK1558",relBp
