Gene,Bnb,Left,Right,Product,ECKnb,Synonyms,Object ID,Activated,Activated_Bnb,Inhibited,Inhibited_Bnb
hcaR,b2537,2668006,2668896,DNA-binding transcriptional dual regulator HcaR,ECK2534,"hcaR,phdR,yfhT,b2537,ECK2534",G7331,"hcaD,hcaB,hcaC,hcaF,hcaE","b2542,b2541,b2540,b2539,b2538",hcaR,b2537
adiA,b4117,4338254,4340521,"arginine decarboxylase, degradative",ECK4110,"adiA,adi,b4117,ECK4110",EG11501,,,,
exbD,b3005,3150818,3151243,Ton complex subunit ExbD,ECK2998,"exbD,b3005,ECK2998",EG10272,,,,
yafY,b0251,266110,266553,CP4-6 prophage; inner membrane lipoprotein YafY,ECK0253,"yafY,b0251,ECK0253",G6126,,,,
insEF5,,2170236,2171398,IS3 element transposase,,insEF5,G0-10528,,,,
paaE,b1392,1456430,1457500,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit",ECK1389,"paaE,ydbR,b1392,ECK1389",G6713,,,,
rsmF,b1835,1920223,1921662,16S rRNA m<sup>5</sup>C1407 methyltransferase,ECK1834,"rsmF,yebU,b1835,ECK1834",G7008,,,,
yggE,b2922,3067340,3068080,DUF541 domain-containing protein YggE,ECK2918,"yggE,b2922,ECK2918",EG11244,,,,
sgrS,b4577,77367,77593,small regulatory RNA SgrS,ECK0071,"sgrS,ryaA,b4577,ECK0071",G0-9941,,,,
uhpU,b4829,3845730,3845995,small RNA UhpU,ECK4686,"uhpU,b4829,ECK4686",G0-17104,,,,
yagH,b0271,286789,288399,CP4-6 prophage; putative xylosidase/arabinosidase,ECK0272,"yagH,b0271,ECK0272",G6143,,,,
asr,b1597,1671376,1671684,periplasmic chaperone Asr,ECK1592,"asr,b1597,ECK1592",G6855,,,,
aqpZ,b0875,915352,916047,water channel AqpZ,ECK0866,"aqpZ,bniP,b0875,ECK0866",EG13270,,,,
ykfO,b4815,234288,234320,protein YkfO,ECK4672,"ykfO,b4815,ECK4672",G0-17090,,,,
insI3,b4284,4507466,4508617,KpLE2 phage-like element; IS30 transposase,ECK0258,"insI3,tra8-3,b4284,ECK0258",G7905,,,,
glk,b2388,2508461,2509426,glucokinase,ECK2384,"glk,b2388,ECK2384",EG12957,,,,
rluA,b0058,59687,60346,23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase,ECK0059,"rluA,yabO,b0058,ECK0059",EG12609,,,,
uspG,b0607,641439,641867,universal stress protein G,ECK0601,"uspG,UP12,yzzU,ybdQ,b0607,ECK0601",G6334,,,,
ispZ,b4809,194784,194844,small regulatory RNA IspZ,ECK4666,"ispZ,b4809,ECK4666",G0-17084,,,,
ynfQ,b4724,1638256,1638444,Qin prophage; protein YnfQ,ECK4581,"ynfQ,b4724,ECK4581",G0-16689,,,,
aldB,b3588,3754973,3756511,aldehyde dehydrogenase B,ECK3577,"aldB,yiaX,b3588,ECK3577",EG12292,,,,
inaA,b2237,2348822,2349472,putative lipopolysaccharide kinase InaA,ECK2229,"inaA,yfaG,b2237,ECK2229",EG11422,,,,
yddG,b1473,1546288,1547169,amino acid exporter YddG,ECK1467,"yddG,b1473,ECK1467",EG12713,,,,
yshB,b4686,4053647,4053757,uncharacterized protein YshB,ECK4501,"yshB,b4686,ECK4501",G0-10657,,,,
insL3,b2394,2514331,2515443,putative IS186/IS421 transposase,ECK0016,"insL3,yi81-3,b2394,ECK0016",G7255,,,,
bglX,b2132,2219692,2221989,"&beta;-D-glucoside glucohydrolase, periplasmic",ECK2125,"bglX,glh,yohA,b2132,ECK2125",EG12013,,,,
rlmM,b2806,2940143,2941243,23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase,ECK2801,"rlmM,ygdE,b2806,ECK2801",EG11794,,,,
oppC,b1245,1303834,1304742,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC,ECK1239,"oppC,b1245,ECK1239",EG10676,,,,
rdlB,b4422,1269858,1269923,putative antisense regulatory RNA RdlB,ECK1207,"rdlB,b4422,ECK1207",G0-9606,,,,
ybdD,b4512,632182,632379,PF04328 family protein YbdD,ECK0592,"ybdD,b4512,ECK0592",G0-10438,,,,
yihU,b3882,4072675,4073571,3-sulfolactaldehyde reductase,ECK3875,"yihU,squU,b3882,ECK3875",EG11847,,,,
yceO,b1058,1119307,1119447,DUF2770 domain-containing protein YceO,ECK1043,"yceO,b1058,ECK1043",G6555,,,,
ytfT,b4230,4452571,4453596,galactofuranose ABC transporter putative membrane subunit YtfT,ECK4225,"ytfT,b4230,ECK4225",EG12520,,,,
ycaI,b0913,964320,966584,metallo-&beta;-lactamase superfamily inner membrane protein YcaI,ECK0904,"ycaI,b0913,ECK0904",EG12375,,,,
insE4,b1027,1095138,1095437,IS3 element protein InsE,ECK0298,"insE4,b1027,ECK0298",G6534,,,,
gabP,b2663,2794253,2795653,4-aminobutanoate:H<sup>+</sup> symporter,ECK2657,"gabP,b2663,ECK2657",EG11330,,,,
rluC,b1086,1144940,1145899,23S rRNA pseudouridine<sup>955/2504/2580</sup> synthase,ECK1071,"rluC,yceC,b1086,ECK1071",EG11118,,,,
cas2,b2754,2878569,2878853,CRISPR-associated endoribonuclease Cas2,ECK2749,"cas2,ygbF,b2754,ECK2749",EG12845,,,,
rbsZ,b4804,3937045,3937278,small regulatory RNA RbsZ,ECK4661,"rbsZ,b4804,ECK4661",G0-17077,,,,
yhhL,b3466,3604979,3605248,DUF1145 domain-containing protein YhhL,ECK3450,"yhhL,b3466,ECK3450",EG12212,,,,
uxaB,b1521,1609229,1610680,tagaturonate reductase,ECK1514,"uxaB,b1521,ECK1514",EG11065,,,,
gadA,b3517,3666180,3667580,glutamate decarboxylase A,ECK3502,"gadA,gadS,b3517,ECK3502",EG50009,,,,
yadH,b0128,143702,144472,putative ABC transporter membrane subunit YadH,ECK0127,"yadH,b0128,ECK0127",EG12321,,,,
yjcH,b4068,4284899,4285213,DUF485 domain-containing inner membrane protein YjcH,ECK4061,"yjcH,b4068,ECK4061",EG11943,,,,
insE1,b0298,315291,315590,IS3 element protein InsE,ECK0298,"insE1,b0298,ECK0298",G6168,,,,
rbsD,b3748,3933351,3933770,D-ribose pyranase,ECK3742,"rbsD,rbsP,b3748,ECK3742",EG10817,,,,
mnmG,b3741,3923744,3925633,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,ECK3734,"mnmG,gidA,trmF,b3741,ECK3734",EG10375,,,,
pspG,b4050,4262840,4263082,phage shock protein G,ECK4042,"pspG,yjbO,b4050,ECK4042",EG11933,,,,
ftsO,b4810,92485,92658,small regulatory RNA FtsO,ECK4667,"ftsO,b4810,ECK4667",G0-17085,,,,
yddE,b1464,1534965,1535858,PF02567 family protein YddE,ECK1458,"yddE,b1464,ECK1458",EG11825,,,,
melB,b4120,4343369,4344790,melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter,ECK4113,"melB,mel-4,b4120,ECK4113",EG10578,,,,
yhcN,b3238,3385538,3385801,DUF1471 domain-containing stress-induced protein YhcN,ECK3227,"yhcN,b3238,ECK3227",G7683,,,,
hisQ,b2308,2425230,2425916,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ",ECK2302,"hisQ,b2308,ECK2302",EG12125,,,,
smf,b4473,3432436,3433560,protein Smf,ECK3272,"smf,b3286,b3285,smf1,smf2,b4473,ECK3272",EG11604,,,,
insCD4,,2996372,2997600,IS2 element transposase InsAB',,insCD4,G0-10544,,,,
lpd,b0116,127912,129336,lipoamide dehydrogenase,ECK0115,"lpd,dhl,lpdA,b0116,ECK0115",EG10543,,,,
tcdA,b2812,2945036,2945842,tRNA threonylcarbamoyladenosine dehydratase,ECK2808,"tcdA,ygdL,csdL,b2812,ECK2808",G7456,,,,
casB,b2759,2882155,2882637,type I-E CRISPR system Cascade subunit CasB,ECK2754,"casB,ygcK,cse2,b2759,ECK2754",G7429,,,,
ptsN,b3204,3346578,3347069,"PtsN-<i>N</i>-phospho-L-histidine,phosphotransferase system enzyme IIA(Ntr)",ECK3193,"ptsN,yhbI,rpoP,b3204,ECK3193",EG11682,,,,
ytfJ,b4216,4438708,4439262,PF09695 family protein YtfJ,ECK4212,"ytfJ,ecfJ,b4216,ECK4212",G7871,,,,
fucK,b2803,2937468,2938886,L-fuculokinase,ECK2798,"fucK,b2803,ECK2798",EG10350,,,,
yqgB,b2939,3085920,3086051,acid stress response protein YqgB,ECK2934,"yqgB,b2939,ECK2934",G7521,,,,
eptC,b3955,4148532,4150265,phosphoethanolamine transferase EptC,ECK3946,"eptC,yijP,b3955,ECK3946",EG11914,,,,
argK,b2918,3062987,3063982,methylmalonyl-CoA mutase-interacting GTPase YgfD,ECK2914,"argK,ygfD,b2918,ECK2914",EG11445,,,,
rpnA,b3411,3543167,3544045,recombination-promoting nuclease RpnA,ECK3398,"rpnA,yhgA,b3411,ECK3398",EG11750,,,,
bglG,b3723,3905731,3906567,transcriptional antiterminator BglG,ECK3716,"bglG,bglC,b3723,ECK3716",EG10116,"bglB,bglF,bglG","b3721,b3722,b3723",,
hrpA,b1413,1483061,1486963,ATP-dependent 3'&rarr;5' RNA helicase HrpA,ECK1406,"hrpA,b1413,ECK1406",G6732,,,,
hdeA,b3510,3656408,3656740,periplasmic acid stress chaperone HdeA,ECK3494,"hdeA,yhiB,yhhC,b3510,ECK3494",EG11398,,,,
eco,b2209,2303905,2304393,serine protease inhibitor ecotin,ECK2201,"eco,eti,b2209,ECK2201",EG10255,,,,
yhfY,b3382,3511060,3511422,PRD domain-containing protein YhfY,ECK3369,"yhfY,b3382,ECK3369",G7734,,,,
ackA,b2296,2413470,2414672,acetate kinase,ECK2290,"ackA,b2296,ECK2290",EG10027,,,,
yobF,b1824,1907448,1907591,DUF2527 domain-containing protein YobF,ECK1822,"yobF,b1824,ECK1822",G7000,,,,
amtB,b0451,472966,474252,ammonium transporter,ECK0445,"amtB,ybaG,b0451,ECK0445",EG11821,,,,
yigA,b3810,3995583,3996290,DUF484 domain-containing protein YigA,ECK3805,"yigA,b3810,ECK3805",EG11201,,,,
insD6,b4273,4498595,4499500,KpLE2 phage-like element; IS2 insertion element protein InsB,ECK0358,"insD6,yi22-6,b4273,ECK0358",G7895,,,,
srlA,b2702,2825832,2826395,sorbitol-specific PTS enzyme IIC<sub>2</sub> component,ECK2697,"srlA,gutA,sbl,srlA-1,b2702,ECK2697",G8210,,,,
rsmE,b2946,3091134,3091865,16S rRNA m<sup>3</sup>U1498 methyltransferase,ECK2941,"rsmE,yggJ,b2946,ECK2941",EG12366,,,,
casE,b2756,2879788,2880387,pre-CRISPR RNA endonuclease,ECK2751,"casE,ygcH,cse3,cas6e,b2756,ECK2751",G7426,,,,
ybhB,b0773,807433,807909,putative kinase inhibitor,ECK0762,"ybhB,b0773,ECK0762",EG11238,,,,
yraJ,b3144,3288814,3291330,putative fimbrial usher protein YraJ,ECK3132,"yraJ,b3144,ECK3132",G7639,,,,
frlB,b3371,3501268,3502290,fructoselysine 6-phosphate deglycase,ECK3359,"frlB,yhfN,b3371,ECK3359",G7723,,,,
gadB,b1493,1570645,1572045,glutamate decarboxylase B,ECK1487,"gadB,b1493,ECK1487",EG11490,,,,
acrA,b0463,484426,485619,multidrug efflux pump membrane fusion lipoprotein AcrA,ECK0457,"acrA,sipB,Mb,lir,mbl,mtcA,nbsA,b0463,ECK0457",EG11703,,,,
ydjA,b1765,1848125,1848676,putative oxidoreductase YdjA,ECK1763,"ydjA,b1765,ECK1763",EG11134,,,,
insE5,b2088,2170236,2170535,IS3 element protein InsE,ECK0298,"insE5,b2088,ECK0298",G7125,,,,
gatZ,b2095,2175059,2176321,"putative tagatose-1,6-bisphosphate aldolase 2 chaperone",ECK2088,"gatZ,b2095,ECK2088",G7128,,,,
tsaE,b4168,4395585,4396046,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit",ECK4164,"tsaE,yjeE,b4168,ECK4164",EG11757,,,,
mazF,b2782,2910756,2911091,endoribonuclease toxin MazF,ECK2776,"mazF,chpAK,chpA,b2782,ECK2776",EG11249,,,"mazG,mazF,mazE","b2781,b2782,b2783"
cpoB,b0742,779598,780389,cell division coordinator CpoB,ECK0731,"cpoB,ybgF,b0742,ECK0731",EG12854,,,,
yqgE,b2948,3092937,3093500,DUF179 domain-containing protein YqgE,ECK2943,"yqgE,b2948,ECK2943",G7524,,,,
paaB,b1389,1454868,1455155,"phenylacetyl-CoA 1,2-epoxidase subunit B",ECK1386,"paaB,ynbF,b1389,ECK1386",G6710,,,,
kbp,b2665,2796337,2796786,K<sup>+</sup> binding protein,ECK2659,"kbp,yzzM,ygaU,b2665,ECK2659",G7395,,,,
yaaJ,b0007,6529,7959,putative transporter YaaJ,ECK0007,"yaaJ,b0007,ECK0007",EG11555,,,,
rhsA,b3593,3762183,3766316,rhs element protein RhsA,ECK3582,"rhsA,b3593,ECK3582",EG10846,,,,
insA2,b0265,279600,279875,IS1 protein InsA,ECK0023,"insA2,b0265,ECK0023",G6139,,,,
bglA,b2901,3043662,3045101,6-phospho-&beta;-glucosidase A,ECK2896,"bglA,yqfC,bglD,b2901,ECK2896",G495,,,,
trmA,b3965,4162170,4163270,tRNA m<sup>5</sup>U54 methyltransferase,ECK3957,"trmA,rT,rumT,b3965,ECK3957",EG11022,,,,
oppD,b1246,1304754,1305767,murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD,ECK1240,"oppD,b1246,ECK1240",EG10677,,,,
yihI,b3866,4051347,4051856,Der GTPase-activating protein YihI,ECK3859,"yihI,b3866,ECK3859",EG11835,,,,
ygbK,b2737,2862335,2863501,putative 3-oxo-tetronate kinase YgbK,ECK2732,"ygbK,b2737,ECK2732",G7418,,,,
exuR,b3094,3246652,3247428,DNA-binding transcriptional repressor ExuR,ECK3085,"exuR,b3094,ECK3085",EG12739,,,"exuR,uxaB,uxaA,uxaC,uxuR,exuT,uxuB,uxuA,lgoD,lgoR","b3094,b1521,b3091,b3092,b4324,b3093,b4323,b4322,b4358,b4357"
osmB,b1283,1343110,1343328,osmotically-inducible lipoprotein OsmB,ECK1278,"osmB,b1283,ECK1278",EG10679,,,,
dcuD,b3227,3374869,3376236,putative transporter DcuD,ECK3216,"dcuD,yhcL,b3227,ECK3216",G7679,,,,
yfdX,b2375,2493767,2494402,protein YfdX,ECK2371,"yfdX,b2375,ECK2371",G7238,,,,
insCD1,,381351,382579,IS2 element transposase InsAB',,insCD1,G0-10541,,,,
lyxK,b3580,3747084,3748580,L-xylulose kinase,ECK3569,"lyxK,lyx,xylK,sgbK,yiaP,b3580,ECK3569",EG12284,,,,
queD,b2765,2892214,2892579,"6-carboxy-5,6,7,8-tetrahydropterin synthase",ECK2760,"queD,ygcM,sscR,b2765,ECK2760",G7431,,,,
micF,b4439,2313084,2313176,small regulatory RNA MicF,ECK2208,"micF,stc,b4439,ECK2208",EG30063,,,,
ymdB,b1045,1105820,1106353,"2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",ECK1031,"ymdB,b1045,ECK1031",G6550,,,,
hiuH,b1970,2038956,2039369,hydroxyisourate hydrolase / transthyretin-related protein,ECK1966,"hiuH,yedX,b1970,ECK1966",G7058,,,,
alsA,b4087,4309448,4310980,D-allose ABC transporter ATP binding subunit,ECK4080,"alsA,yjcW,b4087,ECK4080",EG11959,,,,
yggT,b2952,3095820,3096386,uncharacterized protein YggT,ECK2947,"yggT,b2952,ECK2947",G7528,,,,
xanQ,b2882,3024351,3025751,xanthine:H+ symporter XanQ,ECK2878,"xanQ,ygfO,b2882,ECK2878",G7501,,,,
dgcP,b1794,1877715,1878740,diguanylate cyclase DgcP,ECK1792,"dgcP,yeaP,b1794,ECK1792",G6980,,,,
insJ,b3557,3720680,3721201,insertion element IS150 protein InsA,ECK3545,"insJ,yi5A,b3557,ECK3545",G7776,,,,
yihQ,b3878,4067240,4069276,sulfoquinovosidase,ECK3871,"yihQ,squQ,b3878,ECK3871",EG11843,,,,
rlmI,b0967,1028779,1029969,23S rRNA m<sup>5</sup>C1962 methyltransferase,ECK0958,"rlmI,yccW,b0967,ECK0958",G6501,,,,
mazE,b2783,2911091,2911339,antitoxin of the MazF-MazE toxin-antitoxin system MazE,ECK2777,"mazE,chpAI,chpR,b2783,ECK2777",EG10571,,,"mazG,mazF,mazE","b2781,b2782,b2783"
yafN,b0232,252005,252298,antitoxin YafN,ECK0233,"yafN,b0232,ECK0233",G6116,,,,
uidC,b1615,1691586,1692851,outer membrane porin family protein UidC,ECK1610,"uidC,gusC,b1615,ECK1610",G6866,,,,
rhaT,b3907,4099491,4100525,rhamnose/lyxose:H<sup>+</sup> symporter,ECK3900,"rhaT,b3907,ECK3900",EG11313,,,,
ecnA,b4410,4376317,4376442,"entericidin A lipoprotein, antidote to entericidin B",ECK4142,"ecnA,b4410,ECK4142",G0-41,,,,
secE,b3981,4177358,4177741,Sec translocon subunit SecE,ECK3972,"secE,mbrC,prlG,b3981,ECK3972",EG10939,,,,
ycjS,b1315,1376832,1377887,D-glucoside 3-dehydrogenase,ECK1310,"ycjS,b1315,ECK1310",G6653,,,,
insD3,b1996,2068952,2069857,CP4-44 prophage; IS2 insertion element protein InsB,ECK0358,"insD3,yi22-3,b1996,ECK0358",G7076,,,,
uhpC,b3667,3847305,3848624,"UhpC-glucose-6-P,inner membrane protein sensing glucose-6-phosphate",ECK3658,"uhpC,b3667,ECK3658",EG11053,,,,
trmO,b0195,218887,219594,tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase,ECK0195,"trmO,tsaA,yaeB,b0195,ECK0195",EG11503,,,,
cas3,b2761,2884553,2887219,CRISPR-associated endonuclease/helicase Cas3,ECK2756,"cas3,ygcB,b2761,ECK2756",EG12634,,,,
topAI,b4566,4533796,4534053,"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor",ECK4298,"topAI,yjhX,b4566,ECK4298",G0-10473,,,,
gfcB,b0986,1048688,1049332,lipoprotein GfcB,ECK0977,"gfcB,ymcC,b0986,ECK0977",G6507,,,,
rbsA,b3749,3933778,3935283,ribose ABC transporter ATP binding subunit,ECK3743,"rbsA,rbsT,rbsP,b3749,ECK3743",EG10814,,,,
proX,b2679,2807132,2808124,glycine betaine ABC transporter periplasmic binding protein ProX,ECK2673,"proX,osrA,proU,b2679,ECK2673",EG10773,,,,
wzxC,b2046,2118680,2120158,colanic acid repeat unit flippase,ECK2040,"wzxC,wzx,b2046,ECK2040",G7097,,,,
ybiT,b0820,855963,857555,putative ATP-binding protein YbiT,ECK0810,"ybiT,b0820,ECK0810",G6423,,,,
insL2,b0582,608065,609177,IS186/IS421 transposase,ECK0016,"insL2,yi81-2,b0582,ECK0016",G6327,,,,
manZ,b1819,1903895,1904746,mannose-specific PTS enzyme IID component,ECK1817,"manZ,gptB,mpt,ptsM,ptsX,b1819,ECK1817",EG10569,,,,
trmH,b3651,3824515,3825204,tRNA (Gm18) 2'-O-methyltransferase,ECK3641,"trmH,spoU,b3651,ECK3641",EG10967,,,,
casA,b2760,2882630,2884138,type I-E CRISPR system Cascade subunit CasA,ECK2755,"casA,ygcL,cse1,b2760,ECK2755",G7430,,,,
rdcB,b4110,4329360,4330238,regulator of diguanylate cyclase RdcB,ECK4103,"rdcB,yjcZ,b4110,ECK4103",G7823,,,,
ybbO,b0493,518340,519149,NADP<sup>+</sup>-dependent aldehyde reductase YbbO,ECK0487,"ybbO,b0493,ECK0487",G6269,,,,
lacI,b0345,366428,367510,DNA-binding transcriptional repressor LacI,ECK0342,"lacI,b0345,ECK0342",EG10525,,,"lacA,lacY,lacZ","b0342,b0343,b0344"
osmC,b1482,1556625,1557056,osmotically inducible peroxiredoxin OsmC,ECK1476,"osmC,b1482,ECK1476",EG10680,,,,
proW,b2678,2806010,2807074,glycine betaine ABC transporter membrane subunit ProW,ECK2672,"proW,osrA,proU,b2678,ECK2672",EG10772,,,,
yaeQ,b0190,214291,214836,uncharacterized protein YaeQ,ECK0190,"yaeQ,b0190,ECK0190",G6098,,,,
insAB3,,290649,291346,InsAB' transposase,,insAB3,G0-10538,,,,
gnd,b2029,2099862,2101268,"6-phosphogluconate dehydrogenase, decarboxylating",ECK2024,"gnd,b2029,ECK2024",EG10411,,,,
rsmC,b4371,4606669,4607700,16S rRNA m<sup>2</sup>G1207 methyltransferase,ECK4362,"rsmC,yjjT,b4371,ECK4362",G7950,,,,
msrA,b4219,4441538,4442176,methionine sulfoxide reductase A,ECK4215,"msrA,pms,pmsR,b4219,ECK4215",EG11433,,,,
pdeK,b3529,3683630,3685618,c-di-GMP phosphodiesterase PdeK,ECK3514,"pdeK,yhjK,b3529,ECK3514",EG12256,,,,
timP,b4812,2654001,2654126,putative toxic protein TimP,ECK4669,"timP,b4812,ECK4669",G0-17087,,,,
fruA,b2167,2259719,2261410,fructose-specific PTS multiphosphoryl transfer protein FruA,ECK2160,"fruA,ptsF,b2167,ECK2160",EG10336,,,,
osmY,b4376,4611396,4612001,periplasmic chaperone OsmY,ECK4367,"osmY,csi-5,b4376,ECK4367",EG11391,,,,
ydhP,b1657,1736121,1737290,putative transporter YdhP,ECK1653,"ydhP,b1657,ECK1653",G6893,,,,
ytiC,b4720,4556574,4556675,protein YtiC,ECK4577,"ytiC,b4720,ECK4577",G0-16686,,,,
insA6,b3444,3583483,3583758,IS1 protein InsA,ECK0023,"insA6,b3444,ECK0023",G7761,,,,
ascG,b2714,2838254,2839264,DNA-binding transcriptional repressor AscG,ECK2709,"ascG,sac,b2714,ECK2709",EG10087,,,"htpG,ybiT,prpR,ascF,ascB","b0473,b0820,b0330,b2715,b2716"
trmJ,b2532,2662583,2663323,tRNA Cm32/Um32 methyltransferase,ECK2529,"trmJ,yfhQ,b2532,ECK2529",G7327,,,,
casD,b2757,2880374,2881048,type I-E CRISPR system Cascade subunit CasD,ECK2752,"casD,ygcI,cas5e,b2757,ECK2752",G7427,,,,
cyaA,b3806,3991153,3993699,adenylate cyclase,ECK3800,"cyaA,cya,b3806,ECK3800",EG10170,,,,
yoaK,b4676,1878773,1878871,uncharacterized membrane protein YoaK,ECK4491,"yoaK,b4676,ECK4491",G0-10649,,,,
garL,b3126,3272787,3273557,&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase,ECK3114,"garL,yhaF,b3126,ECK3114",EG10016,,,,
ecnB,b4411,4376553,4376699,bacteriolytic entericidin B lipoprotein,ECK4143,"ecnB,yjeU,b4411,ECK4143",G0-9562,,,,
lsrC,b1514,1603019,1604047,Autoinducer-2 ABC transporter membrane subunit LsrC,ECK1507,"lsrC,ydeY,b1514,ECK1507",G6801,,,,
opgD,b1424,1496856,1498511,glucans biosynthesis protein D,ECK1418,"opgD,yzzZ,ydcG,mdoD,b1424,ECK1418",EG12859,,,,
insB5,b1893,1978518,1979021,IS1 protein InsB,ECK0022,"insB5,b1893,ECK0022",G7029,,,,
bglJ,b4366,4604160,4604837,DNA-binding transcriptional regulator BglJ,ECK4356,"bglJ,yjjR,b4366,ECK4356",G7948,"ynjI,ynbD,ynbC,ynbB,ynbA,ykiA,yidL,ygiZ,yqhG,yecT,sfsB,yehF,leuO,bglB,bglF,bglG","b1762,b1411,b1410,b1409,b1408,b0392,b3680,b3027,b3013,b1877,b3188,b2115,b0076,b3721,b3722,b3723",,
rlmF,b0807,842332,843258,23S rRNA m<sup>6</sup>A1618 methyltransferase,ECK0796,"rlmF,ybiN,b0807,ECK0796",G6416,,,,
chpS,b4224,4448447,4448698,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,ECK4220,"chpS,chpBI,yjfB,b4224,ECK4220",EG11250,,,,
rdcA,b4109,4327135,4329363,regulator of diguanylate cyclase RdcA,ECK4102,"rdcA,yjdA,crfC,b4109,ECK4102",EG11210,,,,
yaeI,b0164,184257,185069,phosphodiesterase YaeI,ECK0163,"yaeI,b0164,ECK0163",EG12337,,,,
dkgA,b3012,3156623,3157450,methylglyoxal reductase DkgA,ECK3004,"dkgA,yqhE,b3012,ECK3004",G7565,,,,
proV,b2677,2804815,2806017,glycine betaine ABC transporter ATP binding subunit ProV,ECK2671,"proV,osrA,proU,b2677,ECK2671",EG10771,,,,
lolC,b1116,1175427,1176626,lipoprotein release complex - inner membrane subunit,ECK1102,"lolC,ycfU,b1116,ECK1102",G6573,,,,
ydcF,b1414,1487235,1488035,DUF218 domain-containing protein YdcF,ECK1407,"ydcF,b1414,ECK1407",EG12110,,,,
insF3,b0541,567138,568004,DLP12 prophage; IS3 element protein InsF,ECK0299,"insF3,tra5-2,b0541,ECK0299",G6297,,,,
ydjH,b1772,1855981,1856928,L-<i>glycero</i>-L-galacto-octuluronate kinase,ECK1770,"ydjH,b1772,ECK1770",G6959,,,,
rsmB,b3289,3435207,3436496,16S rRNA m<sup>5</sup>C967 methyltransferase,ECK3275,"rsmB,yhdB,rrmB,fmu,fmv,sun,b3289,ECK3275",EG12163,,,,
mppA,b1329,1393227,1394840,murein tripeptide ABC transporter periplasmic binding protein,ECK1326,"mppA,ynaH,b1329,ECK1326",G6665,,,,
sgrT,b4662,77388,77519,PtsG glucose transporter inhibitor,ECK4477,"sgrT,b4662,ECK4477",G0-10617,,,,
yjcB,b4060,4274760,4275041,uncharacterized protein YjcB,ECK4052,"yjcB,b4060,ECK4052",EG11937,,,,
vsr,b1960,2030448,2030918,DNA mismatch endonuclease Vsr,ECK1958,"vsr,b1960,ECK1958",EG11068,,,,
dhaK,b1200,1249768,1250838,dihydroxyacetone kinase subunit K,ECK1188,"dhaK,ycgT,dhaK1,b1200,ECK1188",G6627,,,,
macA,b0878,919235,920350,ABC-type tripartite efflux pump membrane fusion protein,ECK0869,"macA,ybjY,b0878,ECK0869",G6461,,,,
ybfE,b0685,711605,711898,ribbon-helix-helix domain-containing protein YbfE,ECK0673,"ybfE,b0685,ECK0673",EG11775,,,,
insB1,b0021,19811,20314,IS1 protein InsB,ECK0022,"insB1,b0021,ECK0022",G6085,,,,
uxuR,b4324,4554576,4555349,DNA-binding transcriptional repressor UxuR,ECK4315,"uxuR,b4324,ECK4315",EG20249,,,"lgoD,lgoR,exuR,gntP,uidC,uidB,uidA,uxuR,uxuB,uxuA","b4358,b4357,b3094,b4321,b1615,b1616,b1617,b4324,b4323,b4322"
mnmA,b1133,1192667,1193773,tRNA-specific 2-thiouridylase,ECK1119,"mnmA,asuE,ycfB,trmU,b1133,ECK1119",EG11344,,,,
oppF,b1247,1305764,1306768,murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF,ECK1241,"oppF,b1247,ECK1241",EG10678,,,,
yjfN,b4188,4416017,4416292,protease activator YjfN,ECK4184,"yjfN,b4188,ECK4184",G7851,,,,
yabI,b0065,71351,72115,DedA family protein YabI,ECK0066,"yabI,b0065,ECK0066",EG11571,,,,
garD,b3128,3275282,3276853,GarD,ECK3116,"garD,yhaG,b3128,ECK3116",EG12522,,,,
nfo,b2159,2250840,2251697,endonuclease IV,ECK2152,"nfo,b2159,ECK2152",EG10651,,,,
acrF,b3266,3415033,3418137,multidrug efflux pump RND permease AcrF,ECK3253,"acrF,envD,b3266,ECK3253",EG10267,,,,
yjfK,b4183,4411302,4411961,DUF2491 domain-containing protein YjfK,ECK4179,"yjfK,b4183,ECK4179",G7848,,,,
insAB1,,19811,20508,InsAB' transposase,,insAB1,G0-10535,,,,
xylG,b3567,3732201,3733742,xylose ABC transporter ATP binding subunit,ECK3556,"xylG,b3567,ECK3556",EG12275,,,,
rtcA,b4475,3555833,3556849,RNA 3'-terminal phosphate cyclase,ECK3406,"rtcA,yhgJ,yhgK,b3420,b3419,b4475,ECK3406",G7750,,,,
