Regulator	Regulated	Effect	Evidence	Strength
Nac	ydcT	+	[GEA, HIBSCS, IDA]	Weak
Nac	ydcU	+	[GEA, HIBSCS, IDA]	Weak
Nac	ydcV	+	[GEA, HIBSCS, IDA]	Weak
NadR	nadA	-	[ICWHO, IMP]	Weak
NadR	nadB	-	[AIBSCS, BPP, GEA, IMP]	Weak
NadR	pncB	-	[AIBSCS]	Weak
NadR	pnuC	-	[ICWHO, IMP]	Weak
NagC	chbA	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chbB	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chbC	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chbF	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chbG	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chbR	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	chiP	-	[AIBSCS, BPP, GEA]	Weak
NagC	chiQ	-	[AIBSCS, BPP, GEA]	Weak
NagC	creA	-	[AIBSCS]	Weak
NagC	creB	-	[AIBSCS]	Weak
NagC	creC	-	[AIBSCS]	Weak
NagC	creD	-	[AIBSCS]	Weak
NagC	crr	-	[AIBSCS]	Weak
NagC	dinI	-	[AIBSCS]	Weak
NagC	feoA	?	[AIBSCS]	Weak
NagC	feoB	?	[AIBSCS]	Weak
NagC	feoC	?	[AIBSCS]	Weak
NagC	fimB	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	galP	-	[AIBSCS, BPP, SM]	Weak
NagC	glmS	+	[BPP, HIBSCS, SM]	Strong
NagC	glmS	-	[BPP, HIBSCS, SM]	Strong
NagC	glmU	+	[BPP, HIBSCS, SM]	Strong
NagC	glmU	-	[BPP, HIBSCS, SM]	Strong
NagC	manX	-	[AIBSCS, BCE, GEA, HIBSCS]	Weak
NagC	manY	-	[AIBSCS, BCE, GEA, HIBSCS]	Weak
NagC	manZ	-	[AIBSCS, BCE, GEA, HIBSCS]	Weak
NagC	nagA	-	[BPP, GEA, SM]	Strong
NagC	nagB	-	[BPP, GEA, SM]	Strong
NagC	nagC	-	[BPP, GEA, SM]	Strong
NagC	nagE	-	[BPP, GEA, SM]	Strong
NagC	nanC	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	nanM	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	nanS	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NagC	ptsH	-	[AIBSCS]	Weak
NagC	ptsI	-	[AIBSCS]	Weak
NagC	umpH	-	[BPP, GEA, SM]	Strong
NagC	ydeM	-	[AIBSCS]	Weak
NagC	ydeN	-	[AIBSCS]	Weak
NagC	ydeP	-	[AIBSCS]	Weak
NanR	fimB	+	[BPP, GEA, GS, HIBSCS, SM]	Strong
NanR	nanA	-	[BPP, GEA, SM]	Strong
NanR	nanC	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
NanR	nanE	-	[BPP, GEA, SM]	Strong
NanR	nanK	-	[BPP, GEA, SM]	Strong
NanR	nanM	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
NanR	nanS	-	[BPP, GEA, GS, HIBSCS, SM]	Strong
NanR	nanT	-	[BPP, GEA, SM]	Strong
NanR	yhcH	-	[BPP, GEA, SM]	Strong
NanR	yjhB	-	[BPP, GEA, SM]	Strong
NanR	yjhC	-	[BPP, GEA, SM]	Strong
NarL	adhE	-	[GEA, HIBSCS]	Weak
NarL	aspA	-	[BPP, GEA]	Strong
NarL	caiF	-	[GEA]	Weak
NarL	ccmA	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmB	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmC	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmD	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmE	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmF	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmG	-	[GEA, HIBSCS, SM]	Weak
NarL	ccmH	-	[GEA, HIBSCS, SM]	Weak
NarL	citC	-	[AIBSCS]	Weak
NarL	citD	-	[AIBSCS]	Weak
NarL	citE	-	[AIBSCS]	Weak
NarL	citF	-	[AIBSCS]	Weak
NarL	citG	-	[AIBSCS]	Weak
NarL	citX	-	[AIBSCS]	Weak
NarL	cydC	+	[GEA, HIBSCS]	Weak
NarL	cydD	+	[GEA, HIBSCS]	Weak
NarL	cysG	+	[BCE, BPP, GEA, SM]	Weak
NarL	dcuA	-	[BPP, GEA]	Strong
NarL	dcuB	-	[GEA, HIBSCS]	Weak
NarL	dcuR	-	[BPP, GEA, HIBSCS]	Strong
NarL	dcuS	-	[BPP, GEA, HIBSCS]	Strong
NarL	dmsA	-	[BCE, BPP, HIBSCS]	Weak
NarL	dmsB	-	[BCE, BPP, HIBSCS]	Weak
NarL	dmsC	-	[BCE, BPP, HIBSCS]	Weak
NarL	dmsD	-	[AIBSCS, BPP]	Weak
NarL	dpiA	-	[AIBSCS]	Weak
NarL	dpiB	-	[AIBSCS]	Weak
NarL	fdhF	-	[BPP, GEA]	Strong
NarL	fdnG	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak
NarL	fdnH	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak
NarL	fdnI	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak
NarL	focA	-	[BPP, GEA, HIBSCS]	Strong
NarL	frdA	-	[BPP, HIBSCS]	Strong
NarL	frdB	-	[BPP, HIBSCS]	Strong
NarL	frdC	-	[BPP, HIBSCS]	Strong
NarL	frdD	-	[BPP, HIBSCS]	Strong
NarL	fumB	-	[GEA, HIBSCS]	Weak
NarL	hcp	+	[BPP, GEA, HIBSCS]	Strong
NarL	hcr	+	[BPP, GEA, HIBSCS]	Strong
NarL	hyaA	-	[GEA, HIBSCS]	Weak
NarL	hyaB	-	[GEA, HIBSCS]	Weak
NarL	hyaC	-	[GEA, HIBSCS]	Weak
NarL	hyaD	-	[GEA, HIBSCS]	Weak
NarL	hyaE	-	[GEA, HIBSCS]	Weak
NarL	hyaF	-	[GEA, HIBSCS]	Weak
NarL	hybA	-	[GEA, HIBSCS]	Weak
NarL	hybB	-	[GEA, HIBSCS]	Weak
NarL	hybC	-	[GEA, HIBSCS]	Weak
NarL	hybD	-	[GEA, HIBSCS]	Weak
NarL	hybE	-	[GEA, HIBSCS]	Weak
NarL	hybF	-	[GEA, HIBSCS]	Weak
NarL	hybG	-	[GEA, HIBSCS]	Weak
NarL	hybO	-	[GEA, HIBSCS]	Weak
NarL	moeA	+	[AIBSCS, GEA]	Weak
NarL	moeB	+	[AIBSCS, GEA]	Weak
NarL	napA	-	[GEA, HIBSCS, SM]	Weak
NarL	napB	-	[GEA, HIBSCS, SM]	Weak
NarL	napC	-	[GEA, HIBSCS, SM]	Weak
NarL	napD	-	[GEA, HIBSCS, SM]	Weak
NarL	napF	-	[GEA, HIBSCS, SM]	Weak
NarL	napG	-	[GEA, HIBSCS, SM]	Weak
NarL	napH	-	[GEA, HIBSCS, SM]	Weak
NarL	narG	+	[BPP, GEA, HIBSCS, SM]	Strong
NarL	narH	+	[BPP, GEA, HIBSCS, SM]	Strong
NarL	narI	+	[BPP, GEA, HIBSCS, SM]	Strong
NarL	narJ	+	[BPP, GEA, HIBSCS, SM]	Strong
NarL	narK	+	[BPP, HIBSCS, SM]	Strong
NarL	nikA	-	[GEA]	Weak
NarL	nikB	-	[GEA]	Weak
NarL	nikC	-	[GEA]	Weak
NarL	nikD	-	[GEA]	Weak
NarL	nikE	-	[GEA]	Weak
NarL	nikR	-	[GEA]	Weak
NarL	nirB	+	[BCE, BPP, GEA, SM]	Weak
NarL	nirC	+	[BCE, BPP, GEA, SM]	Weak
NarL	nirD	+	[BCE, BPP, GEA, SM]	Weak
NarL	norV	-	[GEA, HIBSCS]	Weak
NarL	norW	-	[GEA, HIBSCS]	Weak
NarL	nrfA	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfA	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfA	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfB	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfB	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfB	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfC	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfC	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfC	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfD	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfD	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfD	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfE	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfE	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfE	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfF	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfF	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfF	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfG	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak
NarL	nrfG	+-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nrfG	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	nuoA	+	[GEA, HIBSCS]	Weak
NarL	nuoB	+	[GEA, HIBSCS]	Weak
NarL	nuoC	+	[GEA, HIBSCS]	Weak
NarL	nuoE	+	[GEA, HIBSCS]	Weak
NarL	nuoF	+	[GEA, HIBSCS]	Weak
NarL	nuoG	+	[GEA, HIBSCS]	Weak
NarL	nuoH	+	[GEA, HIBSCS]	Weak
NarL	nuoI	+	[GEA, HIBSCS]	Weak
NarL	nuoJ	+	[GEA, HIBSCS]	Weak
NarL	nuoK	+	[GEA, HIBSCS]	Weak
NarL	nuoL	+	[GEA, HIBSCS]	Weak
NarL	nuoM	+	[GEA, HIBSCS]	Weak
NarL	nuoN	+	[GEA, HIBSCS]	Weak
NarL	ogt	+	[BPP]	Strong
NarL	ompW	-	[AIBSCS, BPP, GEA]	Weak
NarL	pflB	-	[BPP, GEA, HIBSCS]	Strong
NarL	poxB	+	[BPP, GEA, HIBSCS]	Strong
NarL	torA	-	[IMP]	Weak
NarL	torC	-	[IMP]	Weak
NarL	torD	-	[IMP]	Weak
NarL	ubiA	-	[GEA]	Weak
NarL	ubiC	-	[GEA]	Weak
NarL	ydeP	+	[BPP, GEA]	Strong
NarL	ydhT	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	ydhU	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	ydhV	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	ydhW	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	ydhX	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	ydhY	-	[BPP, GEA, HIBSCS, SM]	Strong
NarL	yeaR	+	[AIBSCS, BPP, GEA]	Weak
NarL	ynfE	-	[AIBSCS, BPP]	Weak
NarL	ynfF	-	[AIBSCS, BPP]	Weak
NarL	ynfG	-	[AIBSCS, BPP]	Weak
NarL	ynfH	-	[AIBSCS, BPP]	Weak
NarL	yoaG	+	[AIBSCS, BPP, GEA]	Weak
NarL	ytfE	+	[AIBSCS]	Weak
NarP	ccmA	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmA	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmB	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmB	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmC	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmC	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmD	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmD	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmE	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmE	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmF	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmF	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmG	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmG	-	[GEA, HIBSCS, SM]	Weak
NarP	ccmH	+	[GEA, HIBSCS, SM]	Weak
NarP	ccmH	-	[GEA, HIBSCS, SM]	Weak
NarP	cysG	+	[BCE, BPP, GEA, SM]	Weak
NarP	fdhF	+	[GEA]	Weak
NarP	fdnG	-	[GEA, SM]	Weak
NarP	fdnH	-	[GEA, SM]	Weak
NarP	fdnI	-	[GEA, SM]	Weak
NarP	hcp	+	[GEA, HIBSCS]	Weak
NarP	hcr	+	[GEA, HIBSCS]	Weak
NarP	hyaA	-	[GEA, HIBSCS]	Weak
NarP	hyaB	-	[GEA, HIBSCS]	Weak
NarP	hyaC	-	[GEA, HIBSCS]	Weak
NarP	hyaD	-	[GEA, HIBSCS]	Weak
NarP	hyaE	-	[GEA, HIBSCS]	Weak
NarP	hyaF	-	[GEA, HIBSCS]	Weak
NarP	napA	+	[GEA, HIBSCS, SM]	Weak
NarP	napA	-	[GEA, HIBSCS, SM]	Weak
NarP	napB	+	[GEA, HIBSCS, SM]	Weak
NarP	napB	-	[GEA, HIBSCS, SM]	Weak
NarP	napC	+	[GEA, HIBSCS, SM]	Weak
NarP	napC	-	[GEA, HIBSCS, SM]	Weak
NarP	napD	+	[GEA, HIBSCS, SM]	Weak
NarP	napD	-	[GEA, HIBSCS, SM]	Weak
NarP	napF	+	[GEA, HIBSCS, SM]	Weak
NarP	napF	-	[GEA, HIBSCS, SM]	Weak
NarP	napG	+	[GEA, HIBSCS, SM]	Weak
NarP	napG	-	[GEA, HIBSCS, SM]	Weak
NarP	napH	+	[GEA, HIBSCS, SM]	Weak
NarP	napH	-	[GEA, HIBSCS, SM]	Weak
NarP	nirB	+	[BCE, BPP, GEA, SM]	Weak
NarP	nirC	+	[BCE, BPP, GEA, SM]	Weak
NarP	nirD	+	[BCE, BPP, GEA, SM]	Weak
NarP	norV	-	[GEA, HIBSCS]	Weak
NarP	norW	-	[GEA, HIBSCS]	Weak
NarP	nrfA	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfB	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfC	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfD	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfE	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfF	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	nrfG	+	[BPP, GEA, HIBSCS, SM]	Strong
NarP	poxB	+	[GEA, HIBSCS]	Weak
NarP	ydeP	-	[BPP, GEA]	Strong
NarP	ydhT	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	ydhU	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	ydhV	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	ydhW	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	ydhX	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	ydhY	-	[BPP, GEA, HIBSCS, SM]	Strong
NarP	yeaR	+	[AIBSCS, GEA]	Weak
NarP	yoaG	+	[AIBSCS, GEA]	Weak
NarP	ytfE	+	[AIBSCS]	Weak
NemR	gloA	-	[AIBSCS, BPP, GEA]	Weak
NemR	nemA	-	[AIBSCS, BPP, GEA]	Weak
NemR	nemR	-	[AIBSCS, BPP, GEA]	Weak
NfeR	nfeF	-	[BPP, GEA, HIBSCS, SM]	Strong
NfeR	nfeR	-	[BPP, GEA, HIBSCS, SM]	Strong
NhaR	nhaA	+	[BCE, BPP, GEA]	Weak
NhaR	nhaR	+	[BCE, BPP, GEA]	Weak
NhaR	osmC	+	[BCE, GEA, SM]	Weak
NhaR	pgaA	+	[BPP, GEA, HIBSCS]	Strong
NhaR	pgaB	+	[BPP, GEA, HIBSCS]	Strong
NhaR	pgaC	+	[BPP, GEA, HIBSCS]	Strong
NhaR	pgaD	+	[BPP, GEA, HIBSCS]	Strong
NikR	nikA	-	[BPP]	Strong
NikR	nikB	-	[BPP]	Strong
NikR	nikC	-	[BPP]	Strong
NikR	nikD	-	[BPP]	Strong
NikR	nikE	-	[BPP]	Strong
NikR	nikR	-	[BPP]	Strong
NimR	nimR	-	[BPP, GEA, GS, ICWHO]	Strong
NimR	nimT	-	[BPP, GEA, GS, ICWHO]	Strong
NorR	norR	-	[AIBSCS, BPP, GEA]	Weak
NorR	norV	+	[AIBSCS, BPP, GEA]	Weak
NorR	norW	+	[AIBSCS, BPP, GEA]	Weak
NrdR	nrdA	-	[BPP, GEA, HIBSCS, SM]	Strong
NrdR	nrdB	-	[BPP, GEA, HIBSCS, SM]	Strong
NrdR	nrdD	-	[BPP, GEA, HIBSCS]	Strong
NrdR	nrdE	-	[BPP, GEA, HIBSCS]	Strong
NrdR	nrdF	-	[BPP, GEA, HIBSCS]	Strong
NrdR	nrdG	-	[BPP, GEA, HIBSCS]	Strong
NrdR	nrdH	-	[BPP, GEA, HIBSCS]	Strong
NrdR	nrdI	-	[BPP, GEA, HIBSCS]	Strong
NrdR	yfaE	-	[BPP, GEA, HIBSCS, SM]	Strong
NsrR	aceE	-	[GEA, HIBSCS]	Weak
NsrR	aceF	-	[GEA, HIBSCS]	Weak
NsrR	bamE	-	[GEA, HIBSCS]	Weak
NsrR	bdcA	-	[GEA, HIBSCS]	Weak
NsrR	cdd	-	[GEA, HIBSCS]	Weak
NsrR	dkgB	-	[GEA, HIBSCS]	Weak
NsrR	dsdC	-	[GEA, HIBSCS]	Weak
NsrR	feaB	-	[GEA, HIBSCS]	Weak
NsrR	feaR	-	[GEA, HIBSCS]	Weak
NsrR	fhlA	-	[GEA, HIBSCS]	Weak
NsrR	fliA	-	[GEA, HIBSCS, SM]	Weak
NsrR	fliZ	-	[GEA, HIBSCS, SM]	Weak
NsrR	grxD	-	[GEA, HIBSCS]	Weak
NsrR	hcp	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	hcr	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	hmp	-	[AIBSCS, GEA, HIBSCS]	Weak
NsrR	hycA	-	[GEA, HIBSCS]	Weak
NsrR	hycB	-	[GEA, HIBSCS]	Weak
NsrR	hycC	-	[GEA, HIBSCS]	Weak
NsrR	hycD	-	[GEA, HIBSCS]	Weak
NsrR	hycE	-	[GEA, HIBSCS]	Weak
NsrR	hycF	-	[GEA, HIBSCS]	Weak
NsrR	hycG	-	[GEA, HIBSCS]	Weak
NsrR	hycH	-	[GEA, HIBSCS]	Weak
NsrR	hycI	-	[GEA, HIBSCS]	Weak
NsrR	hypA	-	[GEA, HIBSCS]	Weak
NsrR	hypB	-	[GEA, HIBSCS]	Weak
NsrR	hypC	-	[GEA, HIBSCS]	Weak
NsrR	hypD	-	[GEA, HIBSCS]	Weak
NsrR	hypE	-	[GEA, HIBSCS]	Weak
NsrR	ihfA	-	[GEA, HIBSCS]	Weak
NsrR	infC	-	[GEA, HIBSCS]	Weak
NsrR	lrp	-	[GEA, HIBSCS]	Weak
NsrR	mepH	-	[GEA, HIBSCS]	Weak
NsrR	mhpT	-	[GEA, HIBSCS]	Weak
NsrR	ndh	-	[GEA, HIBSCS]	Weak
NsrR	norR	-	[GEA, HIBSCS]	Weak
NsrR	nrfA	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfB	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfC	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfD	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfE	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfF	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	nrfG	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	pgpC	-	[GEA, HIBSCS]	Weak
NsrR	pheM	-	[GEA, HIBSCS]	Weak
NsrR	pheS	-	[GEA, HIBSCS]	Weak
NsrR	pheT	-	[GEA, HIBSCS]	Weak
NsrR	poxB	-	[BCE, GEA, HIBSCS, SM]	Weak
NsrR	rfe	-	[GEA, HIBSCS]	Weak
NsrR	rffC	-	[GEA, HIBSCS]	Weak
NsrR	rffG	-	[GEA, HIBSCS]	Weak
NsrR	rffH	-	[GEA, HIBSCS]	Weak
NsrR	rffM	-	[GEA, HIBSCS]	Weak
NsrR	rplT	-	[GEA, HIBSCS]	Weak
NsrR	rpmI	-	[GEA, HIBSCS]	Weak
NsrR	rybB	-	[GEA]	Weak
NsrR	sodB	-	[AIBSCS, GEA]	Weak
NsrR	sufA	-	[GEA, HIBSCS]	Weak
NsrR	sufB	-	[GEA, HIBSCS]	Weak
NsrR	sufC	-	[GEA, HIBSCS]	Weak
NsrR	sufD	-	[GEA, HIBSCS]	Weak
NsrR	sufE	-	[GEA, HIBSCS]	Weak
NsrR	sufS	-	[GEA, HIBSCS]	Weak
NsrR	tadA	-	[GEA, HIBSCS]	Weak
NsrR	tcyJ	-	[GEA, HIBSCS, SM]	Weak
NsrR	tehA	-	[AIBSCS, GEA, HIBSCS]	Weak
NsrR	tehB	-	[AIBSCS, GEA, HIBSCS]	Weak
NsrR	thrS	-	[GEA, HIBSCS]	Weak
NsrR	tsgA	-	[GEA, HIBSCS]	Weak
NsrR	waaH	-	[GEA, HIBSCS]	Weak
NsrR	wecB	-	[GEA, HIBSCS]	Weak
NsrR	wecC	-	[GEA, HIBSCS]	Weak
NsrR	wecE	-	[GEA, HIBSCS]	Weak
NsrR	wecF	-	[GEA, HIBSCS]	Weak
NsrR	wzxE	-	[GEA, HIBSCS]	Weak
NsrR	wzyE	-	[GEA, HIBSCS]	Weak
NsrR	wzzE	-	[GEA, HIBSCS]	Weak
NsrR	ydbD	-	[GEA, HIBSCS]	Weak
NsrR	yeaE	-	[GEA, HIBSCS]	Weak
NsrR	yeaR	-	[AIBSCS, GEA]	Weak
NsrR	ygbA	-	[AIBSCS, GEA, HIBSCS]	Weak
NsrR	yoaG	-	[AIBSCS, GEA]	Weak
NsrR	ytfE	-	[AIBSCS, GEA, HIBSCS, SM]	Weak
NtrC	amtB	+	[HIBSCS]	Weak
NtrC	argT	+	[AIBSCS, GEA]	Weak
NtrC	astA	+	[AIBSCS, BPP, GEA]	Weak
NtrC	astB	+	[AIBSCS, BPP, GEA]	Weak
NtrC	astC	+	[AIBSCS, BPP, GEA]	Weak
NtrC	astD	+	[AIBSCS, BPP, GEA]	Weak
NtrC	astE	+	[AIBSCS, BPP, GEA]	Weak
NtrC	cbl	+	[GEA]	Weak
NtrC	ddpA	+	[AIBSCS, GEA]	Weak
NtrC	ddpB	+	[AIBSCS, GEA]	Weak
NtrC	ddpC	+	[AIBSCS, GEA]	Weak
NtrC	ddpD	+	[AIBSCS, GEA]	Weak
NtrC	ddpF	+	[AIBSCS, GEA]	Weak
NtrC	ddpX	+	[AIBSCS, GEA]	Weak
NtrC	glnA	+	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnA	-	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnG	+	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnG	-	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnH	+	[BPP, HIBSCS]	Strong
NtrC	glnH	-	[BPP, HIBSCS]	Strong
NtrC	glnK	+	[HIBSCS]	Weak
NtrC	glnL	+	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnL	-	[BPP, GEA, HIBSCS, SM]	Strong
NtrC	glnP	+	[BPP, HIBSCS]	Strong
NtrC	glnP	-	[BPP, HIBSCS]	Strong
NtrC	glnQ	+	[BPP, HIBSCS]	Strong
NtrC	glnQ	-	[BPP, HIBSCS]	Strong
NtrC	hisJ	+	[AIBSCS, GEA]	Weak
NtrC	hisM	+	[AIBSCS, GEA]	Weak
NtrC	hisP	+	[AIBSCS, GEA]	Weak
NtrC	hisQ	+	[AIBSCS, GEA]	Weak
NtrC	nac	+	[HIBSCS]	Weak
NtrC	patA	+	[AIBSCS, GEA, IEP]	Weak
NtrC	potF	+	[GEA]	Weak
NtrC	potG	+	[GEA]	Weak
NtrC	potH	+	[GEA]	Weak
NtrC	potI	+	[GEA]	Weak
NtrC	relA	+	[BPP, GEA]	Strong
NtrC	rpoE	+	[BPP, HIBSCS]	Strong
NtrC	rseA	+	[BPP, HIBSCS]	Strong
NtrC	rseB	+	[BPP, HIBSCS]	Strong
NtrC	rseC	+	[BPP, HIBSCS]	Strong
NtrC	rseD	+	[BPP, HIBSCS]	Strong
NtrC	rutA	+	[AIBSCS, GEA]	Weak
NtrC	rutB	+	[AIBSCS, GEA]	Weak
NtrC	rutC	+	[AIBSCS, GEA]	Weak
NtrC	rutD	+	[AIBSCS, GEA]	Weak
NtrC	rutE	+	[AIBSCS, GEA]	Weak
NtrC	rutF	+	[AIBSCS, GEA]	Weak
NtrC	rutG	+	[AIBSCS, GEA]	Weak
NtrC	yeaG	+	[GEA]	Weak
NtrC	yeaH	+	[GEA]	Weak
NtrC	yhdW	+	[AIBSCS, GEA]	Weak
NtrC	yhdX	+	[AIBSCS, GEA]	Weak
NtrC	yhdY	+	[AIBSCS, GEA]	Weak
NtrC	yhdZ	+	[AIBSCS, GEA]	Weak
OmpR	bolA	-	[BPP, HIBSCS]	Strong
OmpR	cadA	-	[BPP, GEA]	Strong
OmpR	cadB	-	[BPP, GEA]	Strong
OmpR	cadC	-	[BPP, GEA]	Strong
OmpR	csgD	+	[BPP, GEA, HIBSCS]	Strong
OmpR	csgE	+	[BPP, GEA, HIBSCS]	Strong
OmpR	csgF	+	[BPP, GEA, HIBSCS]	Strong
OmpR	csgG	+	[BPP, GEA, HIBSCS]	Strong
OmpR	dtpA	+	[BPP, GEA]	Strong
OmpR	ecnB	-	[HIBSCS]	Weak
OmpR	fadL	-	[GEA, HIBSCS, SM]	Weak
OmpR	flhC	-	[HIBSCS]	Weak
OmpR	flhD	-	[HIBSCS]	Weak
OmpR	micF	+	[BPP, GEA, HIBSCS, SM]	Strong
OmpR	nmpC	-	[HIBSCS, SM]	Weak
OmpR	ompC	+	[BPP, GEA, HIBSCS, SM]	Strong
OmpR	ompF	+	[BPP, GEA, HIBSCS, SM]	Strong
OmpR	ompF	+-	[AIBSCS, BCE, BPP, GEA, HIBSCS, SM]	Weak
OmpR	ompF	-	[BPP, GEA]	Strong
OmpR	omrA	+	[GEA, HIBSCS]	Weak
OmpR	omrB	+	[GEA, HIBSCS]	Weak
OmpR	pgaA	-	[BPP, GEA, HIBSCS]	Strong
OmpR	pgaB	-	[BPP, GEA, HIBSCS]	Strong
OmpR	pgaC	-	[BPP, GEA, HIBSCS]	Strong
OmpR	pgaD	-	[BPP, GEA, HIBSCS]	Strong
OmpR	sra	-	[GEA]	Weak
OxyR	ahpC	+	[BPP, CEUMA, GEA, HIBSCS, IHBCE, RE]	Strong
OxyR	ahpF	+	[BPP, CEUMA, GEA, HIBSCS, IHBCE, RE]	Strong
OxyR	ccp	+	[AIBSCS, BPP, CEUMA, HIBSCS, IHBCE, RE]	Weak
OxyR	dps	+	[CEUMA, HIBSCS, IHBCE, RE]	null
OxyR	dsbG	+	[BPP, GEA, HIBSCS]	Strong
OxyR	fhuF	-	[BPP, CEUMA, GEA, HIBSCS, IHBCE, RE]	Strong
OxyR	flu	-	[BPP, CEUMA, GEA, HIBSCS, IHBCE, RE, SM]	Strong
OxyR	fur	+	[BPP, CEUMA, GEA, HIBSCS, IHBCE, RE]	Strong
OxyR	gntP	-	[GEA, HIBSCS]	Weak
