b_number,Gene.Name,MDS42CDS_length_bp,leftpos_mds42,rightpos_mds42,ave_pos,Strand,dNdS,dN,dS,lin_expression_NRG,protein_sequence_pecentage_difference_NRG,lin_average expression level_Shibai,lin_variance of  expression level_Shibai,lin_ave_M3DB,lin_sd_M3DB,lin_var_M3DB,syn.num,syn.tube,nons.num,nons.tube,inac.num,inac.tube,lin_Mean_Protein_n,lin_SD_Protein_n,lin_Noise_Protein_n,RunmedNoise_protein_n,SmoothSpline_n,SM_n,log10SmoothSpline_n,log10SM_n,lin_ave_protein_copy_schmidt,lin_var_protein_copy_schmidt,RunmedVar_env_protein,SmoothSpline_schmidt,log10SmoothSpline_schmidt,log10SM_schmidt,Essentiality,dN.dS.inter.species,dN.inter.species,dS.inter.species,alpha_max,Odmax,Ins_index_score,1R172,2R172,3R172,4R172,5R172,6R172,1R268,2R268,3R268,4R268,5R268,6R268,ANC,linaveR172,linaveR268
b3774,ilvC,1476,3387183,3388658,3387920.5,plus,0.02062,0.0176,0.8521,7.697761533,0.014256619,1302.733457,5190230.841,1065.839629,1613.04644,2601918.824,1,1,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20930.84218,108571979.1,177111150.9,142494536.1,8.153798212,-0.118080457,2,0.01814,0.0077,0.4263,0.010335884,0.661251827,0.308943089,7440.088769,8624.458423,4478.088923,11415.58681,13632.52215,4761.521269,15285.63731,5102.772423,4904.820077,13261.27246,6849.163769,8859.885038,9468.723346,8392.044391,9043.925179
b3775,ppiC,282,3388745,3389026,3388885.5,minus,0.02755,0.0204,0.7407,82.9991594,0.064516129,832.7698148,260312.8362,604.8882571,266.7230577,71141.18979,1,1,1,1,1,1,7.764,4.042,0.272479564,0.233372229,0.225674082,0.046805482,-0.646518316,0.081852251,1097.707648,252180.0085,201719.8828,207347.616,5.316699046,0.085011609,2,0.04575,0.0345,0.7549,0.010511835,0.633567286,0.269503546,818.8965385,891.4060538,728.3710962,905.3256808,773.2846615,1079.978577,685.0414231,830.3657615,619.8974346,882.1141231,765.55785,894.5470346,729.8203308,866.2104346,779.5872712
b3777,yifN,219,3389455,3389673,3389564,minus,0.11789,0.0338,0.2865,NA,NA,353.180456,349206.3151,192.8007596,70.84645262,5019.219849,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010042574,0.650832262,0.251111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b3778,rep,2022,3389890,3391911,3390900.5,plus,NA,NA,NA,32.3855836,0.034175334,317.1563747,36179.02685,500.7967104,140.7731546,19817.08105,1,1,3,2,0,0,3.292,1.726,0.289017341,0.423728814,0.3779023,-0.088884959,-0.422620465,-0.116455634,6.402373684,9.751126963,24.64828749,34.5048318,1.537879915,-0.548825104,2,0.01519,0.0164,1.0809,0.009113877,0.678912325,0.179030663,534.9878308,720.6180962,714.9266038,693.0800192,733.3364462,672.4414423,470.5611,741.7944808,641.1724538,713.0219462,783.7463692,636.2428615,360.1148808,678.2317397,664.4232019
b3779,gpp,1485,3391958,3393442,3392700,minus,NA,NA,NA,28.72404626,0.107505071,494.5358636,93224.34357,389.9812137,131.6503817,17331.82297,0,0,1,1,0,0,28.837,8.732,0.094029149,0.152091255,0.161286678,-0.067257529,-0.792401504,-0.23433599,31.74092719,125.8503832,345.4546096,402.107533,2.604342209,-0.504487667,2,0.04982,0.0655,1.3143,0.010002785,0.677520128,0.276094276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b3780,rhlB,1266,3393578,3394843,3394210.5,minus,0.03988,0.0149,0.3735,90.68487513,0.03087886,1331.174921,282408.2841,1215.66844,535.7524541,287030.6921,1,1,3,3,1,1,41.154,16.012,0.150943396,0.154559505,0.149544831,0.001398565,-0.825228594,0.004042711,448.8859638,23090.79338,38893.05425,41834.19899,4.621531458,-0.258092603,2,0.02073,0.0158,0.7619,0.009706988,0.617861823,0.279620853,5539.194423,5280.094692,6752.067654,4535.195692,4007.921077,3682.484,5344.420385,6185.987308,6079.617885,1530.831731,875.1813577,5159.665038,5409.898231,4966.15959,4195.950617
b3781,trxA,330,3394974,3395303,3395138.5,plus,0.68735,1.1795,1.716,94.60572121,0,2896.370644,1200021.373,2739.209253,1464.821311,2145701.465,0,0,2,2,0,0,375.299,149.858,0.15503876,0.143781452,0.154861859,0.000176901,-0.810055532,0.000495818,18953.05284,27679106.59,134044348.7,118412153.2,8.073396278,-0.63124421,2,0.0001,0,0.2906,0.009749517,0.466969833,0.196969697,4459.309154,6008.681846,7169.704269,3863.763808,4404.617577,4240.888,4909.397423,5873.882846,8324.331577,3719.897577,4404.617577,4404.617577,3912.548538,5024.494109,5272.790763
b3783,rho,1260,3395630,3396889,3396259.5,plus,0.01417,0.0045,0.3186,168.1818594,0.00477327,2280.500391,1009127.848,1322.05803,653.4279072,426968.0308,0,0,6,4,0,0,2165.11,816.882,0.114416476,0.147383935,0.146815001,-0.032398525,-0.833229566,-0.108281866,2633.780582,930353.1926,900175.9893,1197259.867,6.078188425,-0.109540573,1,0.0061,0.0022,0.362,0.010123854,0.663166209,0.004761905,12104.45585,32416.10192,29152.79385,9126.798577,11728.11915,7638.718346,12158.61904,32975.23654,27320.70846,11668.04681,13632.52215,7802.573923,9958.006577,17027.83128,17592.95115
b3784,wecA,1104,3397129,3398232,3397680.5,plus,NA,NA,NA,NA,NA,861.6358295,260676.6283,467.3157311,236.9179406,56130.11069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.780315484,6.209204725,3.328063488,4.712848048,0.673283437,0.119752542,2,0.03566,0.0745,2.0898,NA,NA,0.326086957,2660.589154,2918.417038,2233.573269,2635.141385,2417.146615,2369.729038,3058.241615,2934.781808,1977.163308,2700.583577,2334.789923,2430.650462,2304.864462,2539.099417,2572.701782
b3785,wzzE,1047,3398244,3399290,3398767,plus,NA,NA,NA,42.82956143,0.094827586,599.2123917,106790.7671,778.9770534,382.6964599,146456.5798,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,122.1431549,2426.880027,3950.18939,3673.079431,3.56503032,-0.179982013,2,0.03132,0.0522,1.6662,0.009262763,0.626168619,0.29608405,1858.991,2353.849654,718.2896,1598.121038,1378.529708,1663.821423,1930.984385,2368.114269,848.1082923,1746.006846,1641.303577,1635.221615,1839.928308,1595.267071,1694.956497
b3786,wecB,1131,3399346,3400476,3399911,plus,0.05081,0.0241,0.4742,NA,NA,588.829343,123389.4112,782.4089243,373.2872367,139343.3611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.99511387,1824.062911,995.7745806,1331.537955,3.12435355,0.136686263,2,0.05022,0.0776,1.5443,NA,NA,0.280282935,2543.567962,4590.7205,1259.977073,2732.532923,1700.273269,2961.816038,2660.589154,4909.397423,1598.121038,2966.203654,3293.057269,3087.234769,2625.163962,2631.481294,3085.767218
b3787,wecC,1263,3400473,3401735,3401104,plus,0.05634,0.0275,0.4881,NA,NA,1046.792955,479390.1253,779.4994204,355.6202671,126465.7741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.36926061,5145.9767,1256.783408,1707.449907,3.232347971,0.479119844,2,0.03898,0.058,1.4879,NA,NA,0.232779097,2023.179038,2906.270846,1053.176842,1767.300923,1007.5349,1651.094923,1900.881385,3155.058577,1089.600504,2437.966962,1961.985385,1800.520423,1816.910596,1734.759579,2057.668872
b3788,rffG,1068,3401735,3402802,3402268.5,plus,0.18863,0.0682,0.3615,30.12010483,0.112676056,689.5946984,156725.8879,680.1330542,277.602569,77063.18664,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,26.87500141,1005.577645,287.6635966,336.389864,2.526842901,0.475572709,2,0.06518,0.0713,1.094,0.009650975,0.64875406,0.267790262,1638.409577,2215.923962,850.9250346,1365.047146,717.2158077,990.2846269,1561.842192,2273.545269,860.9284885,1696.055919,1205.720373,1068.780392,1464.478627,1296.301026,1444.478772
b3789,rffH,882,3402821,3403702,3403261.5,plus,NA,NA,NA,NA,NA,375.6751513,50434.37567,700.9099385,220.5692446,48650.79166,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009791026,0.640522446,0.274376417,1482.084627,2143.703385,950.4276923,1529.160196,676.8563192,921.9331462,1435.190304,2530.458885,827.1220577,1679.227846,1373.309165,1130.216942,1296.359885,1284.027561,1495.920867
b3790,wecD,546,3403809,3404354,3404081.5,plus,0.18399,0.0526,0.2858,NA,NA,467.3921575,73574.68476,405.7132219,131.3409626,17250.44845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.471743943,81.34176879,55.30110811,49.51262592,1.69471596,0.215597652,2,0.13494,0.1609,1.1926,NA,NA,0.13037037,939.5544269,1454.044877,686.1587577,835.4455731,406.1851808,609.9620923,927.3061885,1559.518846,597.1531154,1175.667535,893.2670385,669.4140308,902.3287692,821.8918179,970.3877923
b3791,wecE,1131,3404359,3405489,3404924,plus,0.05827,0.0237,0.4075,NA,NA,527.6071095,231732.4387,366.5302117,108.5335574,11779.53308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.06256422,915.3104205,1066.566203,951.5579763,2.978435254,-0.016866847,2,0.04858,0.0453,0.9332,NA,NA,0.240495137,1693.512423,2196.015269,970.5346115,1349.6067,909.157,981.6189192,1757.397846,2284.831808,1231.432738,1617.377192,1325.85495,938.8088731,1638.409577,1350.074154,1525.950568
b3792,wzxE,1251,3405491,3406741,3406116,plus,NA,NA,NA,21.38964462,0.105769231,185.6076059,32732.02747,328.5175243,120.8579898,14606.6537,1,1,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05406,0.0671,1.242,0.006914103,0.282854037,0.244604317,912.3014269,1286.6385,734.4215385,793.7669038,475.3514769,547.6774077,925.1729154,1439.020319,609.4309077,972.9960731,956.0814731,661.9620615,757.2915115,791.6928756,927.4439583
b3793,wzyE,1353,3407814,3409166,3408490,plus,0.05297,0.0282,0.5332,13.7769978,0.057777778,431.4042954,103407.0994,386.2824455,92.19140611,8499.255361,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0251,0.03,1.195,0,0,0.012564671,722.3781808,803.3734423,591.2772885,624.8912923,959.6863769,510.6167731,745.0453538,730.8981115,554.5080731,721.6400692,1413.779169,544.7803538,766.6419385,702.0372256,785.1085218
b3794,wecG,741,3409169,3409909,3409539,plus,0.08966,0.0303,0.3384,NA,NA,251.6634089,17987.63991,329.7731748,68.69637423,4719.191828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.20833322,192.7168467,192.7168467,190.777868,2.280527991,0.00439169,2,0.04045,0.0685,1.6943,NA,NA,0.244264507,663.9394615,611.3446308,646.4176923,727.4096,703.8345269,511.2617923,673.1997692,598.3890346,604.7679154,644.5034154,784.1439923,403.0456423,750.6098962,644.0346173,618.0082949
b3795,yifK,1386,3410100,3411485,3410792.5,plus,NA,NA,NA,31.93822596,0.047722343,379.3623186,130036.2004,787.2932913,316.5088702,100177.8645,1,1,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5.866384958,5.130713176,27.57364992,30.61566352,1.485943676,-0.775765939,2,0.02184,0.0257,1.1766,0.010101592,0.685003322,0.242424242,1168.481869,881.13295,2124.061269,1737.313538,1617.377192,1589.496769,982.3592615,735.3719423,1992.545731,2094.233077,1228.125677,1674.563538,1466.74115,1519.643931,1451.199871
b3796,argX,77,3411588,3411664,3411626,plus,0.0001,0,0.0008,NA,NA,NA,NA,938.6941807,568.9952795,323755.6294,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13077.71012,17894.585,19228.99385,17616.795,13491.00715,10314.51335,11455.89081,12355.80188,18492.01962,13632.52215,9897.277731,9108.902077,14946.44962,15270.60074,12490.40238
b3797,hisR,77,3411722,3411798,3411760,plus,0.0001,0,0.0016,NA,NA,NA,NA,7171.250754,4291.861071,18420071.49,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23046.62846,24580.285,25904.66346,27708.45615,28240.16692,17307.72154,18973.46077,18492.01962,26705.82077,20379.55154,18357.29808,15810.33577,22611.24346,24464.65359,19786.41442
b3798,leuT,87,3411819,3411905,3411862,plus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,31701.77462,29564.25615,39151.90423,39151.90423,62285.965,27708.45615,39688.11,26263.99154,43594.98615,26263.99154,50950.16962,25904.66346,33709.51692,38260.71006,35444.31872
b3799,proM,77,3411948,3412024,3411986,plus,0.09216,0.0001,0.0008,NA,NA,NA,NA,555.3908049,625.5577996,391322.5598,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2883.354192,2262.914077,2259.523192,2939.3015,2515.862308,2606.539769,2401.635808,1723.104423,2025.592308,1938.380577,3143.890154,2395.553885,2435.819115,2577.91584,2271.359526
b3800,aslB,1236,3412171,3413406,3412788.5,plus,0.12199,0.0976,0.8003,1.616806673,0.534313725,225.0356582,95245.32652,145.2862683,62.27990795,3878.786935,3,3,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0036,0.4991,138.7938,0.00982298,0.652917985,0.216019417,95.20183385,102.0032912,116.6083973,108.8105865,108.3443108,134.4076438,86.41986231,67.42209923,83.26934192,130.041765,222.6768192,109.5028612,60.951745,110.8960106,116.5554581
b3801,aslA,1656,3413565,3415220,3414392.5,minus,NA,NA,NA,NA,NA,89.812144,98272.22565,174.8301538,54.78453801,3001.345608,2,1,7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009777217,0.625121986,0.323067633,118.2879688,61.61433115,58.74756269,59.82012846,56.00676885,136.7824573,104.7380996,69.99166808,53.57382192,51.13393385,53.22113346,128.5814227,50.81796192,81.87653622,76.8733466
b3802,hemY,1197,3415899,3417095,3416497,minus,0.02754,0.0139,0.5038,30.12010483,0.040201005,666.290216,87481.22886,558.5211622,182.0564473,33144.55007,0,0,0,0,0,0,1.869,1.373,0.508905852,0.677966102,0.680602828,-0.171696976,-0.16710625,-0.126256305,176.3727524,2521.030537,7912.445109,7074.183778,3.849676338,-0.448098232,2,0.01712,0.0205,1.1991,0.00945815,0.67813373,0.322472849,1174.399838,1134.163719,1724.604038,1210.35885,1197.650412,1310.657935,1199.907338,1134.163719,1637.036577,1263.09615,1168.481869,1379.993458,1358.622962,1291.972465,1297.113185
b3803,hemX,1182,3417098,3418279,3417688.5,minus,0.1106,0.0715,0.6465,26.16434433,0.11311054,742.7597391,168467.882,1078.568901,430.0878594,184975.5661,2,1,5,3,0,0,5.416,2.927,0.332225914,0.284495021,0.265434793,0.066791121,-0.57604215,0.097475655,562.6605384,30623.48686,67113.15003,61454.65518,4.788554786,-0.302500147,2,0.07114,0.0712,1.0008,0.0097012,0.61383831,0.269035533,1074.700385,1204.24725,1371.285146,1024.897419,1079.978577,1215.762919,1143.692473,1229.636615,1400.4668,994.4222423,909.157,1128.951815,1166.153442,1161.811949,1134.387824
b3804,hemD,741,3418301,3419041,3418671,minus,0.1972,0.0906,0.4593,40.30030334,0.170731707,931.64079,291036.8934,1224.541928,443.7678978,196929.9479,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11.8542109,18.28388647,83.59356025,84.26130574,1.925628185,-0.663559669,1,0.1886,0.1162,0.6162,0,0,0.025641026,2652.275308,2834.911077,3734.969731,2553.618923,2404.936308,2764.983885,3079.619923,3287.364308,3218.952308,2532.166731,2311.902769,2840.006846,2598.106,2824.282538,2878.335481
b3805,hemC,942,3419038,3419979,3419508.5,minus,0.07747,0.0405,0.5232,39.75890114,0.108626198,1225.232587,340723.2636,949.1253592,334.1636159,111665.322,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,246.2173115,26682.97169,11718.0528,12312.54737,4.090347914,0.335886281,1,0.06025,0.0661,1.0974,0,0,0.012738854,1276.443658,1307.465992,1762.144538,1288.193885,1159.517792,1565.022538,1399.185627,1316.745658,1457.061581,1561.842192,1429.828669,1638.409577,1159.517792,1393.131401,1467.178884
b3806,cyaA,2547,3420366,3422912,3421639,plus,0.02662,0.0186,0.6987,39.75890114,0.04009434,1130.802591,897612.9942,344.8728199,291.0332192,84700.33451,1,1,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.304932265,3.390579388,7.521728293,7.591806501,0.88034513,-0.350071213,2,0.0283,0.0241,0.8513,0.009454977,0.541408999,0.134668237,2270.907192,2761.483115,2977.648615,2091.328308,2138.131538,2469.594423,2543.567962,3117.123231,3567.330692,2598.106,2112.261769,2700.583577,1728.5945,2451.515532,2773.162205
b3807,cyaY,321,3422952,3423272,3423112,minus,0.03725,0.0398,1.0692,27.29726725,0.056603774,392.6732257,485656.2912,786.406926,219.5884742,48219.09821,0,0,0,0,0,0,52.261,18.884,0.122624157,0.138312586,0.143785043,-0.021160886,-0.842286287,-0.069137678,96.20623232,1898.472407,4754.859582,2434.35522,3.386383951,-0.107979661,2,0.06442,0.037,0.5741,0.009102755,0.578700467,0.274143302,464.1540692,828.9382115,590.3082654,774.1176,839.1165115,526.6251731,487.9831231,783.2365115,557.98625,526.0188538,713.6833577,516.4731423,600.6420269,670.5433051,597.5635397
b3809,dapF,825,3423975,3424799,3424387,plus,0.03851,0.0212,0.5514,17.27811425,0.04379562,NA,NA,1354.519389,452.4543844,204714.9699,0,0,1,1,0,0,34.124,17.015,0.217391304,0.188323917,0.155325121,0.062066183,-0.8087583,0.146000468,211.7225159,9023.632273,9023.632273,9641.264787,3.98413401,-0.028752622,2,0.01947,0.0227,1.164,0.009172954,0.630675022,0.04,3096.403269,2939.3015,3886.677077,2477.605808,2764.983885,4057.591769,3415.097423,3739.786077,3330.429769,3143.890154,3341.066923,3496.920538,2251.614077,3203.760551,3411.198481
b3810,yigA,708,3424796,3425503,3425149.5,plus,0.05438,0.0314,0.5774,16.48464905,0.140425532,908.9147034,149212.0836,764.9645218,296.6094843,87977.18601,0,0,1,1,0,0,8.241,4.565,0.306278714,0.233372229,0.220363874,0.08591484,-0.656859601,0.142976416,7.295765978,18.88698794,44.57715466,41.36811328,1.616665714,-0.340503011,2,0.05964,0.0895,1.5013,0.009676091,0.607923425,0.324858757,1829.900308,1638.409577,2180.184577,1192.309273,1521.373027,2196.015269,1861.928231,1865.835115,1918.955115,1716.216269,1949.663231,1998.729115,1251.587169,1759.698672,1885.221179
b3811,xerC,897,3425500,3426396,3425948,plus,0.05463,0.0352,0.645,18.4390525,0.093959732,662.3685462,117053.1113,887.6915597,330.8690256,109474.3123,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12.97343824,50.23298029,89.5236868,103.2704862,2.013976222,-0.312987277,2,0.06079,0.0631,1.038,0.009093846,0.588912656,0.196209588,3630.137462,3783.144538,3945.513115,2819.785,3419.813615,3776.527115,3515.546923,4435.313231,3952.973462,3500.965577,4680.051154,3863.763808,3247.921654,3562.486808,3991.435692
b3812,yigB,717,3426396,3427112,3426754,plus,0.03184,0.0162,0.5092,13.99328221,0.12605042,430.5354274,229242.9518,605.1442219,210.0075201,44103.15849,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,174.4018345,4065.111323,11177.23617,6938.207852,3.841247306,-0.232174863,2,0.06028,0.0761,1.263,0.00930248,0.645418019,0.220362622,1825.415038,1826.748346,1987.274462,1732.189385,2154.835423,2146.329731,2069.899269,1938.380577,2381.686692,1773.148577,2660.589154,2212.997923,1891.603769,1945.465397,2172.783699
b3813,uvrD,2163,3427196,3429358,3428277,plus,0.01024,0.013,1.2675,31.63844133,0.022222222,442.8708074,77124.0698,485.6677757,131.6493782,17331.55879,0,0,3,2,0,0,20.437,6.92,0.113122172,0.178253119,0.1745181,-0.061395928,-0.758159523,-0.188292742,38.29402313,419.3945915,675.9985153,511.815449,2.709113391,-0.086490565,2,0.01211,0.0107,0.8869,0.010650699,0.680493668,0.303744799,1672.340692,1911.327192,2177.121808,2297.163923,2112.261769,2129.181423,1457.061581,2901.361692,1384.509035,2530.458885,3087.234769,2146.329731,1166.922227,2049.899468,2251.159282
b3816,corA,951,3430639,3431589,3431114,plus,NA,NA,NA,55.3288553,0.025316456,959.2222168,534906.5415,521.2901393,257.9416256,66533.88196,1,1,1,1,0,0,30.977,9.639,0.104275287,0.139178845,0.158658137,-0.05438285,-0.79953765,-0.182280956,333.0017657,20516.8705,17107.319,20954.3308,4.321273796,-0.009162678,2,0.02246,0.0133,0.5912,0.009566451,0.623248686,0.340694006,2019.979346,4749.216615,1488.719558,1558.25095,1790.087923,2353.849654,1657.177269,3083.647077,1143.692473,2359.750538,1399.185627,1464.478627,2606.539769,2326.684008,1851.321935
b3817,yigF,381,3431632,3432012,3431822,minus,NA,NA,NA,6.5343793,0.158730159,141.9521769,62746.575,37.19296807,8.810359984,77.62244305,1,1,6,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05744,0.1014,1.7649,0.009706046,0.623742073,0.42519685,57.08308692,37.12404962,56.3407075,12.18459569,111.8855081,23.10608346,16.65277827,11.54815577,79.99512038,31.99203715,85.59649731,55.93200538,42.57848923,49.62067188,46.95276571
b3818,yigG,381,3432026,3432406,3432216,minus,NA,NA,NA,6.229245062,0.428571429,168.9482101,363189.0699,49.64462809,22.99046121,528.5613062,0,0,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.11388,0.3822,3.3558,0.009534933,0.622142637,0.249343832,43.06493885,36.52301269,12.388201,11.04152485,11.69680773,12.01684454,12.388201,10.75020377,35.74301415,16.24942808,18.63618723,53.0468,13.23897704,21.12188828,24.46897237
b3819,rarD,891,3432501,3433391,3432946,minus,0.07201,0.0563,0.7816,14.42148279,0.098639456,220.968341,265926.3037,339.9910419,71.95946411,5178.164475,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.03693,0.0555,1.503,0.009304197,0.622457273,0.489337823,1258.743173,524.4575731,484.7838769,865.4127462,1482.084627,739.3311385,806.7876346,623.0828615,238.4787423,730.8981115,954.4848769,882.1141231,900.8243346,892.4688558,705.9743917
b3820,yigI,468,3433443,3433910,3433676.5,minus,0.06153,0.0192,0.3121,21.74559465,0.032258065,514.9579153,86392.24942,334.6410758,164.7572774,27144.96047,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,147.2067573,4725.178373,4725.178373,5133.73147,3.710433148,-0.036014941,2,0.02027,0.0185,0.9114,0.009778767,0.647182609,0.459401709,581.3699769,224.3477615,252.7082,472.9291577,1136.555923,277.7477846,433.8230231,148.7368485,168.92964,331.3417,436.00215,208.2749038,897.8999,490.943134,287.8513776
b3821,pldA,870,3434075,3434944,3434509.5,plus,0.0261,0.0203,0.7793,28.56708464,0.079584775,689.8333825,253732.1678,427.2179092,124.2619017,15441.02021,0,0,2,2,0,0,2.796,2.344,0.428265525,0.490196078,0.441136759,-0.012871234,-0.355426752,-0.012860132,19.15668475,36.76314664,185.9700767,233.1505876,2.367636514,-0.802223838,2,0.02997,0.0424,1.414,0.009409318,0.660058613,0.351724138,765.55785,3102.014346,879.5066962,1044.542835,938.8088731,1322.648919,606.1689615,3096.403269,926.2705885,915.0110423,749.0841269,913.1778885,978.3573462,1342.17992,1201.019313
b3822,recQ,1830,3435077,3436906,3435991.5,plus,0.03479,0.0351,1.0083,12.8962477,0.054187192,491.3117956,312201.3373,383.971849,93.32072732,8708.758148,1,1,3,2,0,0,1.937,1.462,0.589970501,0.555555556,0.653859051,-0.06388855,-0.18451586,-0.044653843,NA,NA,NA,NA,NA,NA,2,0.0252,0.0287,1.1385,0.009778899,0.664386065,0.253005464,652.0148962,1281.708985,1648.984773,1204.24725,999.4524346,1258.743173,643.3696,1138.981119,1399.185627,1375.106835,1517.394962,1354.734054,770.8312038,1174.191919,1238.128699
b3823,rhtC,621,3436970,3437590,3437280,plus,0.05533,0.0488,0.8821,9.567198542,0.09223301,NA,NA,343.4004308,106.7228681,11389.77057,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04012,0.0449,1.1183,0.010182964,0.636770413,0.257648953,1552.100846,1248.158196,1145.282238,809.8031192,988.9377769,1413.779169,1858.991,1984.030346,1033.240938,1089.600504,837.3698346,1307.465992,982.3592615,1193.010224,1351.783103
b3824,rhtB,621,3437652,3438272,3437962,minus,0.0137,0.0214,1.5624,5.917342317,0.111650485,232.2699808,34235.05784,294.603248,111.43237,12417.17309,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04133,0.0689,1.6665,0.009897057,0.64858137,0.331723027,937.2606654,843.8662,315.7229346,601.5474269,718.2896,887.7720808,658.8692231,1031.202262,226.72155,806.7876346,782.5279269,517.3083577,468.5419538,717.4098179,670.5694923
